CodMun,Favela,Cortico,Lote_Irr,Ocupacao
3137502,-,-,-,-
3137536,Não,Não,Sim,Não
3137601,Sim,Não,Sim,Não
3137700,Sim,Não,Sim,Não
3137809,Não,Não,Sim,Não
3137908,Não,Não,Sim,Não
3138005,-,-,-,-
3138104,Não,Não,Sim,Não
3138203,Não,Não,Sim,Não
3138302,Não,Não,Sim,Não
3138351,Não,Não,Sim,Não
3138401,-,-,-,-
3138500,-,-,-,-
3138609,Não,Não,Sim,Não
3138625,-,-,-,-
3138658,Não,Não,Sim,Não
3138674,Não,Não,Sim,Não
3138682,Não,Não,Não,Sim
3138708,Não,Não,Sim,Não
3138807,-,-,-,-
3138906,-,-,-,-
3139003,Não,Não,Sim,Não
3139102,Não,Não,Sim,Não
3139201,Não,Não,Sim,Não
3139250,Não,Não,Sim,Não
3139300,Não,Não,Sim,Sim
3139409,Não,Não,Sim,Não
3139508,Sim,Não,Sim,Não
3139607,Não,Não,Sim,Não
3139706,Não,Não,Sim,Não
3139805,-,-,-,-
3139904,-,-,-,-
3140001,Não,Não,Sim,Não
3140100,-,-,-,-
3140159,Não,Não,Sim,Não
3140209,-,-,-,-
3140308,Não,Não,Sim,Não
3140407,Não,Não,Sim,Não
3140506,Não,Não,Sim,Não
3140530,-,-,-,-
3140555,Sim,Não,Não,Não
3140605,-,-,-,-
3140704,Não,Não,Sim,Não
3140803,Não,Não,Sim,Sim
3140852,Não,Não,Sim,Não
3140902,Sim,Sim,Sim,Sim
3141009,Não,Sim,Não,Não
3141108,Não,Não,Sim,Não
3141207,-,-,-,-
3141306,Não,Não,Não,Sim
3141405,Não,Não,Sim,Não
3141504,Não,Não,Sim,Não
3141603,Não,Sim,Sim,Não
3141702,Não,Não,Sim,Não
3141801,Não,Não,Sim,Não
3141900,-,-,-,-
3142007,-,-,-,-
3142106,-,-,-,-
3142205,Não,Não,Sim,Não
3142254,Não,Não,Sim,Não
3142304,Sim,Sim,Sim,Não
3142403,-,-,-,-
3142502,-,-,-,-
3142601,-,-,-,-
3142700,Sim,Não,Sim,Não
3142809,Não,Não,Sim,Não
3142908,Não,Não,Sim,Não
3143005,-,-,-,-
3143104,Não,Não,Sim,Não
3143153,Não,Não,Sim,Não
3143203,-,-,-,-
3143302,Sim,Não,Sim,Não
3143401,Não,Não,Sim,Não
3143450,Não,Não,Sim,Não
3143500,-,-,-,-
3143609,Não,Não,Sim,Não
3143708,-,-,-,-
3143807,Não,Não,Sim,Não
3143906,Sim,Sim,Sim,Não
3144003,Sim,Não,Não,Não
3144102,Não,Sim,Não,Não
3144201,-,-,-,-
3144300,Sim,Não,Sim,Sim
3144359,Não,Não,Sim,Não
3144375,Não,Não,Sim,Não
3144409,-,-,-,-
3144508,-,-,-,-
3144607,Não,Não,Sim,Não
3144656,Não,Não,Sim,Não
3144672,Não,Não,Sim,Não
3144706,Não,Não,Sim,Não
3144805,Não,Não,Sim,Sim
3144904,Não,Não,Sim,Não
3145000,-,-,-,-
3145059,Não,Não,Sim,Não
3145109,-,-,-,-
3145208,Não,Não,Sim,Não
3145307,Sim,Sim,Não,Não
3145356,Não,Sim,Sim,Não
3145372,Não,Não,Sim,Não
3145406,Não,Não,Sim,Não
3145455,Não,Não,Sim,Não
3145505,-,-,-,-
3145604,Não,Não,Sim,Não
3145703,-,-,-,-
3145802,Não,Não,Sim,Não
3145851,-,-,-,-
3145877,Não,Não,Sim,Não
3145901,Não,Não,Sim,Não
3146008,Não,Não,Sim,Não
3146107,Não,Não,Sim,Não
3146206,Sim,Não,Sim,Sim
3146255,Não,Não,Sim,Não
3146305,Sim,Não,Sim,Não
3146404,Não,Não,Sim,Não
3146503,-,-,-,-
3146552,Não,Não,Sim,Não
3146602,Não,Não,Sim,Não
3146701,-,-,-,-
3146750,Não,Não,Sim,Não
3146909,-,-,-,-
3147006,Não,Não,Sim,Não
3147105,Não,Não,Sim,Não
3147204,Não,Não,Sim,Não
3147303,-,-,-,-
3147402,Sim,Sim,Não,Não
3147501,Não,Não,Sim,Não
3147600,Não,Sim,Sim,Não
3147709,Não,Não,Sim,Não
3147808,Não,Não,Sim,Não
3147907,Sim,Sim,Sim,Não
3147956,Não,Sim,Sim,Não
3148004,Sim,Sim,Não,Não
3148103,Não,Não,Sim,Não
3148202,-,-,-,-
3148301,Não,Não,Sim,Não
3148400,Não,Não,Sim,Não
3148509,Não,Não,Sim,Sim
3148608,Não,Não,Sim,Não
3148707,Sim,Não,Sim,Não
3148756,Sim,Não,Sim,Não
3148806,Não,Não,Sim,Não
3148905,-,-,-,-
3149002,-,-,-,-
3149101,Não,Não,Sim,Não
3149150,Não,Não,Sim,Não
3149200,Não,Sim,Sim,Não
3149309,Não,Não,Sim,Não
3149408,-,-,-,-
3149507,-,-,-,-
3149606,Não,Não,Sim,Não
3149705,Não,Não,Sim,Não
3149804,-,-,-,-
3149903,Não,Sim,Sim,Não
3149952,Não,Não,Sim,Não
3150000,Não,Não,Sim,Não
3150109,Não,Não,Sim,Não
3150158,-,-,-,-
3150208,Não,Não,Sim,Não
3150307,Não,Não,Sim,Não
3150406,-,-,-,-
3150505,-,-,-,-
3150539,Não,Não,Sim,Não
3150570,Não,Não,Sim,Não
3150604,-,-,-,-
3150703,Não,Sim,Sim,Não
3150802,Não,Não,Sim,Não
3150901,Não,Não,Sim,Não
3151008,Não,Não,Sim,Não
3151107,-,-,-,-
3151206,Não,Sim,Sim,Sim
3151305,Não,Sim,Sim,Não
3151404,Sim,Não,Não,Não
3151503,-,-,-,-
3151602,Não,Não,Sim,Sim
3151701,-,-,-,-
3151800,-,-,-,-
3151909,Não,Não,Sim,Não
3152006,Não,Não,Sim,Não
3152105,Não,Não,Sim,Não
3152131,-,-,-,-
3152170,-,-,-,-
3152204,Sim,Sim,Sim,Sim
3152303,Não,Não,Sim,Não
3152402,Não,Não,Sim,Não
3152501,Não,Não,Sim,Sim
3152600,Não,Sim,Não,Não
3152709,-,-,-,-
3152808,Não,Não,Não,Sim
3152907,-,-,-,-
3153004,-,-,-,-
3153103,Não,Não,Sim,Não
3153202,Não,Não,Sim,Não
3153301,Não,Não,Sim,Não
3153400,Não,Não,Sim,Não
3153509,Não,Não,Sim,Não
3153608,Não,Não,Sim,Não
3153707,-,-,-,-
3153806,-,-,-,-
3153905,Não,Não,Sim,Não
3154002,-,-,-,-
3154101,-,-,-,-
3154150,Não,Sim,Sim,Não
3154200,-,-,-,-
3154309,Não,Não,Sim,Não
3154408,Não,Não,Sim,Não
3154457,Sim,Não,Sim,Não
3154507,Não,Não,Sim,Não
3154606,Sim,Sim,Sim,Sim
3154705,-,-,-,-
3154804,Não,Não,Sim,Não
3154903,-,-,-,-
3155009,Não,Não,Sim,Não
3155108,-,-,-,-
3155207,Sim,Sim,Sim,Não
3155306,Não,Não,Sim,Não
3155405,-,-,-,-
3155504,Não,Não,Sim,Não
3155603,Não,Não,Sim,Não
3155702,Não,Não,Sim,Não
3155801,Sim,Sim,Não,Não
3155900,Não,Não,Sim,Não
3156007,Não,Não,Sim,Não
3156106,-,-,-,-
3156205,Não,Não,Sim,Não
3156304,Não,Não,Sim,Não
3156403,Não,Não,Sim,Não
3156452,-,-,-,-
3156502,Não,Não,Sim,Não
3156601,Não,Sim,Sim,Sim
3156700,Sim,Sim,Sim,Não
3156809,Não,Não,Sim,Não
3156908,-,-,-,-
3157005,Não,Não,Sim,Sim
3157104,Não,Não,Sim,Não
3157203,Não,Não,Sim,Não
3157252,Sim,Sim,Sim,Não
3157278,Não,Não,Sim,Não
3157302,-,-,-,-
3157336,-,-,-,-
3157377,Não,Não,Sim,Não
3157401,-,-,-,-
3157500,Não,Não,Sim,Não
3157609,Não,Não,Sim,Não
3157658,Não,Não,Sim,Não
3157708,Não,Não,Sim,Não
3157807,Sim,Não,Sim,Sim
3157906,-,-,-,-
3158003,Não,Não,Sim,Não
3158102,Sim,Sim,Não,Não
3158201,Não,Não,Sim,Não
3158300,-,-,-,-
3158409,Não,Não,Sim,Não
3158508,Sim,Sim,Sim,Sim
3158607,-,-,-,-
3158706,-,-,-,-
3158805,Não,Não,Sim,Não
3158904,Não,Não,Sim,Não
3158953,Sim,Não,Sim,Não
3159001,Não,Não,Sim,Não
3159100,Não,Não,Sim,Não
3159209,-,-,-,-
3159308,-,-,-,-
3159357,Sim,Não,Não,Não
3159407,Sim,Sim,Não,Não
3159506,Não,Não,Sim,Não
3159605,Não,Não,Sim,Sim
3159704,-,-,-,-
3159803,Não,Não,Não,Sim
3159902,-,-,-,-
3160009,-,-,-,-
3160108,Não,Não,Sim,Não
3160207,Não,Não,Sim,Não
3160306,Não,Não,Sim,Não
3160405,-,-,-,-
3160454,-,-,-,-
3160504,-,-,-,-
3160603,Não,Não,Sim,Não
3160702,Sim,Sim,Sim,Não
3160801,-,-,-,-
3160900,Não,Não,Sim,Não
3160959,Sim,Não,Sim,Não
3161007,-,-,-,-
3161056,Não,Não,Sim,Não
3161106,Não,Não,Sim,Sim
3161205,-,-,-,-
3161304,Não,Não,Sim,Não
3161403,Não,Não,Sim,Não
3161502,Não,Não,Sim,Não
3161601,Não,Não,Sim,Não
3161650,-,-,-,-
3161700,Não,Não,Sim,Não
3161809,Sim,Sim,Sim,Não
3161908,Não,Não,Sim,Não
3162005,Não,Não,Sim,Não
3162104,Não,Não,Sim,Não
3162203,-,-,-,-
3162252,-,-,-,-
3162302,-,-,-,-
3162401,Não,Sim,Sim,Sim
3162450,Não,Não,Sim,Não
3162500,Não,Não,Sim,Não
3162559,Não,Não,Sim,Não
3162575,Não,Não,Sim,Não
3162609,Sim,Não,Sim,Não
3162658,-,-,-,-
3162708,Não,Não,Sim,Não
3162807,Sim,Não,Sim,Não
3162906,Não,Não,Sim,Sim
3162922,Sim,Não,Sim,Não
3162948,Não,Não,Sim,Não
3162955,Não,Não,Sim,Sim
3163003,Não,Não,Sim,Não
3163102,-,-,-,-
3163201,Não,Não,Sim,Não
3163300,-,-,-,-
3163409,Não,Não,Sim,Não
3163508,Não,Não,Sim,Não
3163607,-,-,-,-
3163706,Não,Sim,Sim,Não
3163805,Não,Não,Sim,Não
3163904,Não,Não,Sim,Não
3164001,Não,Não,Sim,Não
3164100,Não,Não,Sim,Não
3164209,-,-,-,-
3164308,-,-,-,-
3164407,Não,Não,Sim,Não
3164431,Não,Não,Sim,Não
3164472,Não,Não,Sim,Não
3164506,-,-,-,-
3164605,-,-,-,-
3164704,Não,Não,Sim,Não
3164803,-,-,-,-
3164902,-,-,-,-
3165008,Não,Não,Sim,Não
3165107,Não,Não,Sim,Não
3165206,-,-,-,-
3165305,-,-,-,-
3165404,-,-,-,-
3165503,Não,Não,Sim,Não
3165537,Não,Não,Sim,Não
3165552,Não,Não,Sim,Não
3165560,-,-,-,-
3165578,Não,Não,Sim,Não
3165602,-,-,-,-
3165701,Não,Não,Sim,Não
3165800,-,-,-,-
3165909,Não,Não,Sim,Não
3166006,Não,Não,Sim,Não
3166105,-,-,-,-
3166204,Não,Não,Sim,Não
3166303,-,-,-,-
3166402,-,-,-,-
3166501,Não,Não,Sim,Não
3166600,-,-,-,-
3166709,-,-,-,-
3166808,Não,Sim,Sim,Não
3166907,-,-,-,-
3166956,Não,Não,Sim,Não
3167004,Não,Não,Sim,Não
3167103,Não,Sim,Sim,Não
3167202,Sim,Sim,Não,Não
3167301,Não,Não,Sim,Não
3167400,Não,Não,Sim,Não
3167509,-,-,-,-
3167608,Sim,Não,Não,Não
3167707,-,-,-,-
3167806,-,-,-,-
3167905,Não,Não,Sim,Não
3168002,Não,Não,Sim,Não
3168051,Não,Não,Sim,Não
3168101,Não,Não,Sim,Não
3168200,Não,Não,Não,Sim
3168309,Sim,Não,Sim,Não
3168408,-,-,-,-
3168507,Não,Não,Sim,Não
3168606,Não,Não,Sim,Não
3168705,Não,Não,Sim,Sim
3168804,Não,Não,Sim,Não
3168903,Não,Não,Não,Sim
3169000,-,-,-,-
3169059,-,-,-,-
3169109,Não,Não,Sim,Não
3169208,-,-,-,-
3169307,Não,Não,Sim,Não
3169356,Não,Sim,Sim,Não
3169406,Não,Não,Sim,Não
3169505,Não,Não,Sim,Sim
3169604,Não,Não,Não,Sim
3169703,Não,Não,Sim,Não
3169802,Não,Não,Sim,Não
3169901,Não,Não,Sim,Não
3170008,-,-,-,-
3170057,Não,Não,Sim,Não
3170107,Não,Não,Sim,Não
3170206,Não,Não,Sim,Sim
3170305,-,-,-,-
3170404,Não,Não,Sim,Não
3170438,-,-,-,-
3170479,-,-,-,-
3170503,Não,Não,Sim,Não
3170529,-,-,-,-
3170578,-,-,-,-
3170602,-,-,-,-
3170651,-,-,-,-
3170701,-,-,-,-
3170750,Não,Não,Sim,Não
3170800,Não,Não,Sim,Sim
3170909,Não,Não,Sim,Não
3171006,-,-,-,-
3171030,Não,Não,Sim,Não
3171071,Não,Não,Sim,Não
3171105,Não,Não,Sim,Sim
3171154,Não,Não,Sim,Não
3171204,Sim,Não,Sim,Não
3171303,Não,Não,Sim,Não
3171402,Não,Não,Sim,Não
3171501,Não,Não,Sim,Não
3171600,Não,Não,Sim,Não
3171709,Não,Não,Sim,Não
3171808,Não,Sim,Sim,Não
3171907,Não,Não,Sim,Não
3172004,Não,Não,Sim,Não
3172103,Não,Não,Sim,Não
3172202,-,-,-,-
3200102,Não,Não,Sim,Não
3200136,-,-,-,-
3200169,Não,Não,Sim,Não
3200201,Não,Não,Sim,Não
3200300,Não,Não,Sim,Não
3200359,Não,Não,Sim,Não
3200409,Não,Não,Sim,Não
3200508,-,-,-,-
3200607,Sim,Sim,Sim,Sim
3200706,-,-,-,-
3200805,Não,Sim,Sim,Não
3200904,Sim,Sim,Sim,Não
3201001,Não,Não,Sim,Não
3201100,Não,Não,Sim,Não
3201159,-,-,-,-
3201209,Sim,Não,Sim,Não
3201308,Não,Não,Sim,Sim
3201407,Sim,Não,Sim,Não
3201506,Não,Não,Não,Sim
3201605,Sim,Não,Sim,Não
3201704,-,-,-,-
3201803,Não,Não,Sim,Não
3201902,Não,Sim,Sim,Não
3202009,Não,Não,Sim,Não
3202108,Não,Sim,Sim,Sim
3202207,Sim,Sim,Sim,Não
3202256,Não,Não,Sim,Não
3202306,Não,Sim,Não,Não
3202405,Não,Sim,Sim,Não
3202454,Sim,Não,Sim,Não
3202504,-,-,-,-
3202553,-,-,-,-
3202603,Não,Sim,Sim,Não
3202652,Não,Não,Sim,Não
3202702,Não,Sim,Sim,Não
3202801,Não,Sim,Sim,Não
3202900,Não,Não,Sim,Não
3203007,Não,Não,Sim,Não
3203056,Não,Não,Sim,Não
3203106,-,-,-,-
3203130,Não,Não,Sim,Não
3203163,Não,Não,Sim,Não
3203205,Sim,Sim,Sim,Sim
3203304,Não,Não,Sim,Não
3203320,Não,Não,Sim,Não
3203346,Sim,Não,Não,Sim
3203353,Não,Não,Sim,Não
3203403,Não,Sim,Sim,Sim
3203502,Sim,Não,Sim,Não
3203601,-,-,-,-
3203700,Não,Não,Sim,Não
3203809,Não,Não,Sim,Não
3203908,Não,Não,Sim,Não
3204005,Não,Sim,Sim,Não
3204054,Não,Não,Sim,Não
3204104,Não,Não,Sim,Não
3204203,Não,Sim,Sim,Não
3204252,Não,Não,Sim,Não
3204302,Não,Sim,Sim,Não
3204351,Sim,Não,Sim,Não
3204401,Não,Sim,Sim,Não
3204500,Não,Não,Sim,Não
3204559,Sim,Não,Sim,Não
3204609,Não,Não,Sim,Não
3204658,Não,Não,Sim,Não
3204708,Sim,Sim,Sim,Não
3204807,Não,Sim,Sim,Sim
3204906,Sim,Não,Sim,Sim
3204955,-,-,-,-
3205002,Não,Não,Sim,Sim
3205010,Não,Não,Sim,Não
3205036,Não,Não,Sim,Não
3205069,Não,Não,Sim,Não
3205101,Não,Não,Sim,Não
3205150,Não,Não,Sim,Não
3205176,-,-,-,-
3205200,Não,Não,Sim,Não
3205309,Sim,Sim,Não,Não
3300100,Não,Não,Sim,Não
3300159,Não,Não,Sim,Não
3300209,Sim,Não,Sim,Não
3300225,-,-,-,-
3300233,Sim,Sim,Sim,Não
3300258,Sim,Sim,Sim,Não
3300308,Sim,Sim,Sim,Não
3300407,Sim,Sim,Sim,Sim
3300456,Sim,Sim,Sim,Não
3300506,Não,Sim,Sim,Não
3300605,Sim,Não,Não,Não
3300704,Não,Sim,Sim,Não
3300803,Não,Não,Sim,Não
3300902,-,-,-,-
3300936,Não,Sim,Sim,Não
3300951,-,-,-,-
3301009,Sim,Sim,Sim,Não
3301108,Não,Não,Sim,Não
3301157,Não,Não,Sim,Sim
3301207,Sim,Não,Sim,Não
3301306,Não,Sim,Sim,Não
3301405,Sim,Sim,Sim,Não
3301504,Sim,Não,Sim,Não
3301603,Não,Sim,Sim,Não
3301702,Sim,Sim,Sim,Sim
3301801,Não,Sim,Sim,Não
3301850,Não,Sim,Sim,Não
3301876,Não,Não,Sim,Não
3301900,Sim,Não,Sim,Não
3302007,Não,Não,Sim,Não
3302056,Não,Sim,Sim,Não
3302106,Não,Não,Sim,Não
3302205,Sim,Sim,Sim,Sim
3302254,Não,Não,Sim,Não
3302270,Sim,Não,Sim,Não
3302304,-,-,-,-
3302403,Sim,Não,Sim,Não
3302452,-,-,-,-
3302502,Sim,Sim,Sim,Não
3302601,Não,Sim,Não,Não
3302700,Sim,Sim,Sim,Não
3302809,Não,Não,Sim,Não
3302858,Sim,Não,Sim,Não
3302908,Não,Não,Sim,Sim
3303005,Sim,Não,Sim,Não
3303104,Não,Não,Sim,Sim
3303203,Sim,Sim,Não,Não
3303302,Sim,Sim,Sim,Não
3303401,Sim,Não,Sim,Não
3303500,Sim,Não,Sim,Não
3303609,Sim,Não,Sim,Não
3303708,Sim,Sim,Sim,Não
3303807,Não,Não,Sim,Não
3303856,Não,Sim,Sim,Não
3303906,Sim,Não,Sim,Não
3303955,Não,Não,Sim,Sim
3304003,Sim,Não,Sim,Não
3304102,Não,Sim,Sim,Sim
3304110,Não,Não,Sim,Não
3304128,Não,Não,Sim,Não
3304144,Não,Não,Sim,Não
3304151,Não,Sim,Não,Não
3304201,Não,Não,Sim,Não
3304300,Sim,Sim,Sim,Não
3304409,Não,Não,Sim,Não
3304508,-,-,-,-
3304524,Não,Não,Sim,Não
3304557,Sim,Sim,Sim,Sim
3304607,Não,Não,Sim,Não
3304706,Sim,Não,Sim,Não
3304755,Não,Não,Sim,Não
3304805,Sim,Não,Sim,Sim
3304904,Sim,Sim,Sim,Sim
3305000,Não,Sim,Sim,Sim
3305109,Sim,Não,Sim,Não
3305133,-,-,-,-
3305158,Não,Não,Sim,Não
3305208,Sim,Sim,Sim,Não
3305307,-,-,-,-
3305406,Sim,Não,Sim,Não
3305505,Não,Não,Sim,Não
3305554,Não,Sim,Sim,Sim
3305604,Não,Não,Não,Sim
3305703,Não,Não,Sim,Não
3305752,Sim,Sim,Sim,Sim
3305802,Sim,Não,Sim,Não
3305901,-,-,-,-
3306008,Não,Sim,Sim,Sim
3306107,Sim,Não,Sim,Não
3306156,Não,Não,Sim,Não
3306206,Não,Sim,Sim,Não
3306305,Não,Não,Sim,Sim
3500105,-,-,-,-
3500204,Não,Não,Sim,Não
3500303,-,-,-,-
3500402,-,-,-,-
3500501,Não,Sim,Sim,Sim
3500550,-,-,-,-
3500600,-,-,-,-
3500709,Sim,Não,Sim,Não
3500758,Não,Não,Sim,Não
3500808,-,-,-,-
3500907,-,-,-,-
3501004,Não,Não,Sim,Não
3501103,Não,Não,Sim,Não
3501152,Não,Sim,Sim,Não
3501202,-,-,-,-
3501301,Sim,Não,Sim,Não
3501400,Não,Não,Sim,Não
3501509,-,-,-,-
3501608,Sim,Não,Sim,Não
3501707,Não,Não,Sim,Não
3501806,Não,Não,Sim,Não
3501905,Não,Sim,Sim,Não
3502002,-,-,-,-
3502101,Não,Não,Sim,Não
3502200,Não,Não,Sim,Não
3502309,Não,Não,Sim,Não
3502408,-,-,-,-
3502507,Não,Não,Sim,Não
3502606,-,-,-,-
3502705,Não,Sim,Não,Sim
3502754,Não,Sim,Sim,Sim
3502804,Sim,Sim,Sim,Não
3502903,Sim,Sim,Sim,Não
3503000,Não,Não,Sim,Não
3503109,Não,Não,Sim,Não
3503158,Sim,Sim,Sim,Não
3503208,Não,Não,Sim,Não
3503307,-,-,-,-
3503356,Não,Não,Sim,Não
3503406,Não,Não,Sim,Não
3503505,-,-,-,-
3503604,-,-,-,-
3503703,Não,Não,Sim,Não
3503802,Não,Não,Sim,Não
3503901,Não,Não,Sim,Não
3503950,Não,Não,Sim,Não
3504008,Não,Não,Sim,Não
3504107,Sim,Sim,Não,Não
3504206,-,-,-,-
3504305,Não,Não,Não,Sim
3504404,Não,Não,Sim,Não
3504503,Não,Sim,Não,Não
3504602,Não,Não,Sim,Não
3504701,-,-,-,-
3504800,-,-,-,-
3504909,Não,Sim,Sim,Não
3505005,Não,Não,Sim,Não
3505104,-,-,-,-
3505203,-,-,-,-
3505302,Não,Sim,Não,Não
3505351,Sim,Não,Sim,Não
3505401,Não,Não,Sim,Sim
3505500,-,-,-,-
3505609,Não,Não,Sim,Não
3505708,Sim,Não,Sim,Não
3505807,Não,Não,Sim,Não
3505906,Não,Não,Sim,Não
3506003,Sim,Sim,Sim,Sim
3506102,Não,Não,Sim,Não
3506201,-,-,-,-
3506300,-,-,-,-
3506359,Sim,Sim,Sim,Não
3506409,-,-,-,-
3506508,Não,Sim,Não,Não
3506607,Não,Não,Sim,Não
3506706,-,-,-,-
3506805,-,-,-,-
3506904,-,-,-,-
3507001,-,-,-,-
3507100,Não,Não,Sim,Não
3507159,Não,Não,Sim,Não
3507209,-,-,-,-
3507308,-,-,-,-
3507407,-,-,-,-
3507456,Não,Não,Sim,Sim
3507506,Não,Não,Sim,Não
3507605,Não,Sim,Sim,Não
3507704,-,-,-,-
3507753,-,-,-,-
3507803,Não,Não,Sim,Não
3507902,Não,Não,Não,Sim
3508009,Não,Não,Sim,Não
3508108,-,-,-,-
3508207,-,-,-,-
3508306,-,-,-,-
3508405,Não,Não,Sim,Não
3508504,Não,Não,Sim,Não
3508603,Não,Não,Sim,Não
3508702,Não,Não,Sim,Não
3508801,-,-,-,-
3508900,Não,Não,Sim,Não
3509007,Não,Sim,Sim,Não
3509106,-,-,-,-
3509205,Sim,Sim,Sim,Não
3509254,Não,Sim,Sim,Não
3509304,-,-,-,-
3509403,Não,Não,Sim,Não
3509452,Não,Não,Sim,Sim
3509502,Sim,Sim,Sim,Sim
3509601,Sim,Não,Sim,Não
3509700,Sim,Não,Sim,Não
3509809,Sim,Não,Sim,Não
3509908,Não,Não,Sim,Não
3509957,Não,Não,Sim,Não
3510005,Não,Não,Sim,Não
3510104,-,-,-,-
3510153,-,-,-,-
3510203,Não,Sim,Sim,Não
3510302,Não,Não,Sim,Não
3510401,Sim,Não,Sim,Não
3510500,Não,Sim,Sim,Não
3510609,Sim,Sim,Sim,Sim
3510708,Não,Não,Sim,Não
3510807,Sim,Não,Sim,Não
3510906,Não,Não,Sim,Não
3511003,Não,Não,Não,Sim
3511102,Não,Não,Sim,Não
3511201,-,-,-,-
3511300,Não,Não,Sim,Não
3511409,Não,Sim,Sim,Não
3511508,Não,Não,Sim,Não
3511607,Não,Não,Sim,Não
3511706,Não,Sim,Não,Não
3511904,-,-,-,-
3512001,-,-,-,-
3512100,-,-,-,-
3512209,Não,Não,Sim,Não
3512308,Não,Sim,Sim,Não
3512407,Sim,Não,Sim,Sim
3512506,Não,Não,Sim,Não
3512605,Não,Sim,Sim,Não
3512704,Não,Não,Sim,Não
3512803,Sim,Não,Sim,Não
3512902,Não,Não,Sim,Não
3513009,Sim,Sim,Sim,Sim
3513108,Não,Não,Sim,Não
3513207,Não,Não,Sim,Não
3513306,Não,Não,Sim,Não
3513405,Não,Não,Sim,Não
3513504,Sim,Não,Sim,Não
3513603,Não,Não,Sim,Não
3513702,Não,Não,Sim,Não
3513801,Sim,Sim,Sim,Sim
3513850,Não,Não,Sim,Não
3513900,Não,Não,Sim,Não
3514007,-,-,-,-
3514106,Não,Sim,Sim,Não
3514205,-,-,-,-
3514304,-,-,-,-
3514403,Não,Não,Sim,Não
3514502,Não,Sim,Sim,Não
3514601,Não,Não,Sim,Não
3514700,Não,Não,Sim,Não
3514809,-,-,-,-
3514908,Não,Não,Sim,Não
3514924,-,-,-,-
3514957,-,-,-,-
3515004,Sim,Não,Sim,Sim
3515103,Não,Sim,Sim,Não
3515129,-,-,-,-
3515152,Não,Não,Sim,Não
3515186,Não,Não,Sim,Não
3515194,Não,Não,Sim,Não
3515202,Não,Não,Sim,Não
3515301,Não,Não,Sim,Não
3515350,Não,Não,Não,Sim
3515400,Não,Não,Sim,Não
3515509,Não,Não,Sim,Não
3515608,-,-,-,-
3515657,-,-,-,-
3515707,Sim,Sim,Sim,Não
3515806,-,-,-,-
3515905,Não,Não,Sim,Não
3516002,-,-,-,-
3516101,Não,Não,Não,Sim
3516200,Não,Não,Sim,Não
3516309,Não,Sim,Sim,Não
3516408,Sim,Não,Sim,Não
3516507,-,-,-,-
3516606,Sim,Sim,Sim,Não
3516705,Não,Não,Sim,Não
3516804,-,-,-,-
3516853,Não,Não,Sim,Não
3516903,-,-,-,-
3517000,Não,Sim,Sim,Não
3517109,-,-,-,-
3517208,-,-,-,-
3517307,-,-,-,-
3517406,-,-,-,-
3517505,Não,Não,Sim,Não
3517604,Não,Não,Sim,Não
3517703,-,-,-,-
3517802,Não,Não,Sim,Não
3517901,Não,Não,Sim,Não
3518008,-,-,-,-
3518107,Não,Não,Sim,Não
3518206,-,-,-,-
3518305,Não,Não,Sim,Não
3518404,Não,Não,Sim,Não
3518503,Não,Não,Sim,Não
3518602,Não,Sim,Sim,Não
3518701,Sim,Não,Sim,Não
3518800,Sim,Sim,Sim,Sim
3518859,Não,Não,Sim,Não
3518909,-,-,-,-
3519006,Não,Sim,Sim,Não
3519055,Não,Não,Sim,Não
3519071,Sim,Não,Sim,Sim
3519105,Não,Não,Sim,Não
3519204,Não,Não,Sim,Não
3519253,Não,Não,Sim,Não
3519303,-,-,-,-
3519402,Não,Sim,Não,Não
3519501,Sim,Sim,Não,Não
3519600,Não,Não,Sim,Não
3519709,Sim,Não,Sim,Não
3519808,-,-,-,-
3519907,Não,Não,Sim,Não
3520004,Sim,Sim,Não,Não
3520103,Sim,Não,Sim,Sim
3520202,Não,Não,Sim,Não
3520301,Não,Sim,Sim,Sim
3520400,Não,Não,Sim,Não
3520426,Não,Não,Sim,Sim
3520442,Não,Não,Sim,Não
3520509,-,-,-,-
3520608,-,-,-,-
3520707,-,-,-,-
3520806,-,-,-,-
3520905,-,-,-,-
3521002,Não,Sim,Sim,Não
3521101,-,-,-,-
3521150,-,-,-,-
3521200,Não,Não,Sim,Não
3521309,Não,Não,Sim,Não
3521408,-,-,-,-
3521507,-,-,-,-
3521606,Não,Não,Sim,Não
3521705,Sim,Não,Sim,Não
3521804,Não,Não,Sim,Não
3521903,-,-,-,-
3522000,-,-,-,-
3522109,Não,Não,Sim,Não
3522158,Não,Não,Sim,Não
3522208,Sim,Sim,Sim,Não
3522307,Sim,Sim,Sim,Sim
3522406,Não,Não,Sim,Não
3522505,Sim,Não,Sim,Não
3522604,Não,Sim,Sim,Não
3522653,Sim,Não,Sim,Não
3522703,Não,Não,Sim,Não
3522802,Sim,Não,Sim,Não
3522901,-,-,-,-
3523008,Não,Não,Sim,Não
3523107,Não,Não,Sim,Não
3523206,Não,Não,Sim,Não
3523305,Não,Não,Sim,Não
3523404,Não,Sim,Sim,Não
3523503,-,-,-,-
3523602,Não,Não,Sim,Não
3523701,Não,Não,Sim,Não
3523800,Não,Sim,Não,Sim
3523909,Sim,Não,Sim,Sim
3524006,Sim,Sim,Sim,Não
3524105,-,-,-,-
3524204,-,-,-,-
