CodMun,MHAB01,MHAB03,MHAB04,MHAB06,MHAB07,MHAB071,MHAB081,MHAB082,MHAB083,MHAB084,MHAB085,MHAB086,MHAB087,MHAB088,MHAB089,MHAB09,MHAB091,MHAB10,MHAB101,MHAB102,MHAB111,MHAB112,MHAB113,MHAB114,MHAB12,MHAB16,MHAB161,MHAB17,MHAB18,MHAB181,MHAB182,MHAB183,MHAB191,MHAB192,MHAB193,MHAB194,MHAB195,MHAB201,MHAB202,MHAB203,MHAB204,MHAB205,MHAB206,MHAB207,MHAB208,MHAB21
3509908,Secretaria em conjunto com outras políticas,Masculino,38,Ensino médio (2º Grau) completo ,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2008,Paritário,Sim,Sim,Sim,Sim,0,Não,-,-,Não,-,-,-,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,Sim,Não
3509957,Setor subordinado a outra secretaria,Masculino,60,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2017,Não,Sim,Não,Não,Sim,Não,-,Sim,Não,Não,Não,Não,Sim,Não,-,Não
3510005,Setor subordinado a outra secretaria,Masculino,25,Ensino superior incompleto,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,-,Sim,2013,Paritário,Não,Sim,Não,Não,0,Sim,Sim,Não,Sim,2015,Não,Não,Não,Não,Sim,Não,-,Sim,Sim,Não,Não,Não,Não,Não,-,Não
3510104,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Não
3510153,Não possui estrutura,-,-,-,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não soube informar*,Não,Sim,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Sim
3510203,Setor subordinado a outra secretaria,Masculino,29,Ensino médio (2º Grau) completo ,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,-,Sim,2010,Tem maior representação da sociedade civil,Sim,Sim,Sim,Sim,2,Sim,Sim,Sim,Sim,2012,Sim,Sim,Não,Sim,Sim,Não,-,Sim,Não,Sim,Sim,Não,Não,Não,-,Não
3510302,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,Não,Não,Sim,Não,-,Não,Não,Não,Não,Não,Sim,Não,-,Não
3510401,Secretaria exclusiva,Masculino,52,Ensino superior completo,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2013,Sim,Sim,Sim,Não,Sim,Não,-,Sim,Não,Não,Não,Não,Sim,Não,-,Não
3510500,Secretaria exclusiva,Masculino,54,Ensino médio (2º Grau) completo ,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Não,-,Sim,2009,Paritário,Sim,Sim,Não,Sim,5,Sim,Sim,Sim,Sim,2009,Sim,Sim,Não,Sim,Sim,Não,-,Sim,Sim,Não,Sim,Não,Não,Não,-,Sim
3510609,Secretaria em conjunto com outras políticas,Feminino,36,Especialização,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,2011,Paritário,Sim,Sim,Sim,Sim,0,Sim,Sim,Não,Sim,2009,Sim,Não,Sim,Sim,Sim,Sim,-,Sim,Não,Não,Não,Não,Sim,Sim,-,Sim
3510708,Setor subordinado a outra secretaria,Masculino,54,Ensino superior incompleto,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,Não,Não,Sim,Não,-,Não,Não,Sim,Não,Não,Não,Não,-,Não
3510807,Setor subordinado a outra secretaria,Masculino,48,Ensino superior incompleto,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,2008,Tem maior representação governamental,Não,Sim,Sim,Não,1,Sim,Sim,Não,Sim,2010,Sim,Não,Sim,Não,Sim,Não,-,-,-,-,-,-,-,-,Sim,Sim
3510906,Setor subordinado diretamente à chefia do Executivo ,Feminino,65,Especialização,Sim,O município não possui Plano Diretor,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,Sim,Não
3511003,Setor subordinado a outra secretaria,Feminino,52,Ensino superior incompleto,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2008,Tem maior representação governamental,Sim,Não,Não,Não,1,Não,-,-,Sim,2014,Sim,Sim,Não,Não,Não,Sim,-,Sim,Não,Sim,Sim,Não,Não,Não,-,Sim
3511102,Secretaria exclusiva,Feminino,46,Especialização,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2008,Paritário,Não,Sim,Não,Não,0,Sim,O fundo possui um conselho gestor próprio,Não,Sim,2016,Sim,Não,Não,Não,Sim,Não,-,Não,Sim,Não,Não,Não,Não,Não,-,Não
3511201,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2010,Tem maior representação da sociedade civil,Não,Não,Não,Sim,0,Não,-,-,Não,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Não
3511300,Setor subordinado a outra secretaria,Masculino,57,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,Não,Não,Sim,Não,-,Não,Não,Não,Não,Não,Sim,Não,-,Não
3511409,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,Não,Sim,Sim,Não,-,-,-,-,-,-,-,-,Sim,Não
3511508,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2011,Sim,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,Sim,Não
3511607,Setor subordinado a outra secretaria,Masculino,43,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2014,Não,Não,Não,Não,Sim,Não,-,Sim,Não,Sim,Sim,Não,Sim,Sim,-,Não
3511706,Setor subordinado a outra secretaria,Feminino,53,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,Sim,Não
3511904,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2009,Paritário,Sim,Sim,Não,Não,0,Sim,O fundo possui um conselho gestor próprio,Sim,Sim,2014,Não,Sim,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Não,-,Não
3512001,Setor subordinado a outra secretaria,Masculino,34,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2008,Tem maior representação governamental,Sim,Sim,Sim,Sim,1,Não,-,-,Não,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Sim,Não,Não,-,Não
3512100,Setor subordinado a outra secretaria,Masculino,45,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Não
3512209,Não possui estrutura,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,Não,Não,Sim,Não,-,Não,Não,Não,Não,Não,Sim,Não,-,Não
3512308,Secretaria em conjunto com outras políticas,Masculino,41,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2017,Não,Não,Não,Sim,Sim,Não,-,Sim,Não,Sim,Não,Não,Sim,Não,-,Sim
3512407,Setor subordinado a outra secretaria,Masculino,27,Ensino superior completo,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,-,Sim,2009,Paritário,Não,Sim,Não,Sim,0,Sim,Sim,Sim,Sim,2017,Não,Não,Sim,Não,Sim,Sim,-,-,-,-,-,-,-,-,Sim,Não
3512506,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2016,Não,Sim,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,Sim,Sim
3512605,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,Não,Sim,Sim,Não,-,Sim,Sim,Sim,Não,Não,Sim,Não,-,Sim
3512704,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,Sim,Não
3512803,Secretaria em conjunto com outras políticas,Masculino,57,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2016,Não,Não,Sim,Não,Sim,Não,-,Sim,Não,Não,Não,Não,Não,Não,-,Não
3512902,Setor subordinado a outra secretaria,Feminino,26,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2013,Não,Sim,Não,Não,Sim,Não,-,Sim,Não,Não,Não,Não,Sim,Não,-,Não
3513009,Secretaria exclusiva,Masculino,43,Ensino superior completo,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,-,Sim,2009,Paritário,Sim,Sim,Não,Não,0,Sim,Sim,Não,Sim,2015,Sim,Sim,Sim,Sim,Sim,Sim,-,Sim,Não,Não,Não,Não,Sim,Não,-,Sim
3513108,Setor subordinado a outra secretaria,Masculino,56,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2006,Não,Não,Não,Não,Sim,Não,-,Não,Não,Não,Não,Não,Sim,Não,-,Não
3513207,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2015,Não,Sim,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,Sim,Não
3513306,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2010,Paritário,Não,Sim,Não,Não,0,Sim,Sim,Sim,Não,-,-,-,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,Sim,Sim
3513405,Setor subordinado a outra secretaria,Masculino,39,Especialização,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2016,Sim,Sim,Não,Não,Sim,Não,-,Sim,Não,Não,Sim,Não,Sim,Não,-,Não
3513504,Secretaria exclusiva,Masculino,47,Especialização,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,-,Sim,2007,Tem maior representação governamental,Sim,Sim,Não,Não,12,Sim,Sim,Não,Sim,2009,Sim,Não,Sim,Não,Sim,Não,-,-,-,-,-,-,-,-,Sim,Sim
3513603,Setor subordinado a outra secretaria,Masculino,58,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2010,Não,Sim,Não,Não,Sim,Não,-,Sim,Não,Não,Não,Não,Sim,Não,-,Sim
3513702,Não possui estrutura,-,-,-,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2010,Não,Sim,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,Sim,Não
3513801,Secretaria em conjunto com outras políticas,Feminino,56,Especialização,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,1990,Paritário,Não,Sim,Não,Não,12,Sim,Sim,Sim,Sim,2012,Sim,Sim,Sim,Sim,Sim,Sim,-,Sim,Não,Sim,Não,Não,Sim,Sim,-,Sim
3513850,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,1997,Paritário,Sim,Sim,Sim,Sim,0,Sim,Não,Sim,Não,-,-,-,Não,Não,Sim,Não,-,Não,Não,Sim,Não,Não,Não,Não,-,Não
3513900,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,Sim,Não
3514007,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Não
3514106,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2008,Tem maior representação governamental,Não,Sim,Não,Não,0,Não,-,-,Sim,2017,Sim,Não,Não,Sim,Sim,Não,-,Sim,Sim,Não,Sim,Não,Não,Não,-,Sim
3514205,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2008,Tem maior representação governamental,Não,Não,Sim,Não,0,Não,-,-,Não,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Não
3514304,Setor subordinado a outra secretaria,Masculino,40,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,-,-,-,-,Sim,Sim,Sim,Não,Não,Não,Não,Não,-,Não
3514403,Secretaria em conjunto com outras políticas,Masculino,58,Ensino médio (2º Grau) completo ,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2007,Paritário,Não,Sim,Não,Não,1,Não,-,-,Sim,2011,Sim,Sim,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,Sim,Sim
3514502,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2015,Não,Não,Não,Sim,Sim,Não,-,Sim,Não,Não,Não,Não,Não,Não,-,Não
3514601,Setor subordinado diretamente à chefia do Executivo ,Feminino,44,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2008,Paritário,Não,Sim,Não,Não,0,Não,-,-,Sim,2016,Sim,Não,Não,Não,Sim,Não,-,Sim,Não,Não,Não,Não,Não,Não,-,Não
3514700,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,Sim,Sim
3514809,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Sim,O município não possui plano,Não,-,-,-,-,-,-,-,Sim,O fundo possui um conselho gestor próprio,Sim,Sim,2011,Não,Sim,-,-,-,-,Sim,Não,Não,Não,Não,Não,Sim,Não,-,Sim
3514908,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,Sim,Não
3514924,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Sim,O fundo possui um conselho gestor próprio,Não,Não,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Sim,Não,Não,-,Não
3514957,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Não
3515004,Órgão da administração indireta,Masculino,47,Ensino superior completo,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,2008,Paritário,Não,Sim,Não,Não,4,Sim,Sim,Sim,Sim,2002,Sim,Sim,Sim,Não,Sim,Sim,-,Não,Sim,Sim,Não,Sim,Sim,Sim,-,Sim
3515103,Setor subordinado a outra secretaria,Masculino,54,Especialização,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,-,Sim,2008,Paritário,Não,Sim,Não,Não,0,Não,-,-,Sim,2013,Não,Não,Não,Sim,Sim,Não,-,-,-,-,-,-,-,-,Sim,Sim
3515129,Não possui estrutura,-,-,-,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Não
3515152,Setor subordinado diretamente à chefia do Executivo ,Feminino,32,Ensino médio (2º Grau) completo ,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,Sim,2010,Paritário,Não,Sim,Não,Não,4,Não,-,-,Sim,2013,Sim,Sim,Não,Não,Sim,Não,-,Sim,Não,Não,Não,Não,Não,Não,-,Não
3515186,Secretaria exclusiva,Feminino,65,Ensino superior completo,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,-,Não,-,-,-,-,-,-,-,Sim,Não,Não,Sim,2017,Sim,Não,Não,Não,Sim,Não,-,Sim,Não,Não,Não,Não,Sim,Não,-,Não
3515194,Setor subordinado a outra secretaria,Masculino,38,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,Não,Não,Sim,Não,-,Sim,Não,Não,Não,Não,Não,Não,-,Não
3515202,Setor subordinado a outra secretaria,Feminino,38,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Sim,O fundo possui um conselho gestor próprio,Não,Não,-,-,-,Não,Não,Sim,Não,-,Não,Não,Não,Sim,Não,Não,Não,-,Sim
3515301,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,Sim,Não
3515350,Setor subordinado a outra secretaria,Masculino,43,Especialização,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2008,Paritário,Sim,Sim,Sim,Sim,0,Não,-,-,Sim,2016,Sim,Não,Não,Não,Não,Sim,-,Sim,Não,Não,Não,Não,Não,Não,-,Não
3515400,Não possui estrutura,-,-,-,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,-,Sim,2009,Paritário,Não,Sim,Não,Não,0,Não,-,-,Sim,2015,Não,Sim,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,Sim,Sim
3515509,Secretaria em conjunto com outras políticas,Masculino,39,Mestrado,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,-,Sim,2007,Paritário,Sim,Sim,Não,Não,0,Não,-,-,Sim,2005,Não,Sim,Não,Não,Sim,Não,-,Não,Não,Não,Não,Não,Sim,Não,-,Sim
3515608,Não possui estrutura,-,-,-,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2007,Não,Sim,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Não,-,Não
3515657,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não,Sim,Não,-,Não
3515707,Secretaria exclusiva,Masculino,48,Especialização,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,"Não, as conferências foram realizadas após a elaboração do plano",Sim,1998,Paritário,Não,Sim,Não,Não,5,Não,-,-,Não,-,-,-,Sim,Sim,Sim,Não,-,Não,Não,Não,Não,Não,Sim,Não,-,Sim
3515806,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,-,-,-,-,Sim,Não,Não,Sim,Não,Não,Não,Não,-,Não
3515905,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não soube informar*,Não,Sim,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,Sim,Não
3516002,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,-,-,-,-,Sim,Não,Sim,Não,Não,Não,Não,Não,-,Não
3516101,Setor subordinado a outra secretaria,Masculino,45,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,Não,Não,Não,Sim,-,Não,Sim,Não,Não,Não,Não,Não,-,Sim
3516200,Setor subordinado a outra secretaria,Masculino,66,Ensino superior completo,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,-,Sim,2007,Paritário,Sim,Sim,Sim,Não,12,Sim,Sim,Não,Sim,2017,Sim,Não,Não,Não,Sim,Não,-,Sim,Não,Não,Não,Não,Sim,Não,-,Sim
3516309,Setor subordinado a outra secretaria,Feminino,38,Ensino superior completo,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,-,Sim,1993,Paritário,Não,Não,Não,Sim,0,Sim,Sim,Não,Sim,2009,Sim,Não,Não,Sim,Sim,Não,-,Sim,Sim,Não,Não,Não,Não,Não,-,Sim
3516408,Secretaria em conjunto com outras políticas,Masculino,30,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2010,Paritário,Não,Sim,Não,Não,6,Sim,Não,Sim,Sim,2015,Sim,Não,Sim,Não,Sim,Não,-,Sim,Sim,Não,Não,Não,Sim,Sim,-,Sim
3516507,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2014,Não,Sim,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Não
3516606,Setor subordinado diretamente à chefia do Executivo ,Masculino,50,Ensino médio (2º Grau) completo ,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,Sim,Sim,Sim,Não,-,-,-,-,-,-,-,-,Sim,Não
3516705,Secretaria em conjunto com outras políticas,Masculino,58,Mestrado,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,-,-,-,-,-,-,-,Sim,O fundo possui um conselho gestor próprio,Não,Sim,2012,Não,Sim,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,Sim,Sim
3516804,Setor subordinado a outra secretaria,Masculino,47,Ensino superior incompleto,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Não,-,Não
3516853,Setor subordinado a outra secretaria,Masculino,39,Ensino superior incompleto,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2009,Paritário,Não,Sim,Não,Não,0,Não,-,-,Não,-,-,-,Não,Não,Sim,Não,-,Sim,Não,Não,Não,Não,Não,Não,-,Não
3516903,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Não
3517000,Setor subordinado a outra secretaria,Masculino,48,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,Não,Sim,Sim,Não,-,Sim,Não,Não,Sim,Não,Sim,Não,-,Sim
3517109,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2017,Não,Não,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Não
3517208,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Não
3517307,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Não
3517406,Setor subordinado a outra secretaria,Masculino,60,Ensino superior completo,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,-,Sim,2008,Tem maior representação da sociedade civil,Não,Sim,Não,Sim,0,Não,-,-,Sim,2010,Não,Não,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Não
3517505,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,Não,Não,Sim,Não,-,Não,Não,Não,Não,Não,Sim,Não,-,Não
3517604,Setor subordinado a outra secretaria,Feminino,51,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Sim,Não,Não,Sim,2017,Não,Sim,Não,Não,Sim,Não,-,Sim,Não,Sim,Não,Não,Não,Não,-,Sim
3517703,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Não
3517802,Não possui estrutura,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,Sim,2008,Paritário,Não,Sim,Não,Não,4,Sim,Sim,Não,Sim,2010,Sim,Sim,Não,Não,Sim,Não,-,Não,Sim,Não,Não,Não,Sim,Não,-,Não
3517901,Setor subordinado a outra secretaria,Masculino,57,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,Não,Não,Sim,Não,-,Sim,Não,Sim,Não,Não,Não,Não,-,Sim
3518008,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2013,Não,Sim,-,-,-,-,Sim,Não,Sim,Não,Não,Não,Não,Não,-,Não
3518107,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,Sim,Não
3518206,Secretaria em conjunto com outras políticas,Masculino,56,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Não
