CodMun,MMAM01,MMAM03,MMAM04,MMAM06,MMAM071,MMAM072,MMAM073,MMAM074,MMAM075,MMAM076,MMAM08,MMAM091,MMAM092,MMAM093,MMAM094,MMAM095,MMAM096,MMAM097,MMAM098,MMAM099,MMAM0910,MMAM0911,MMAM10,MMAM101,MMAM102,MMAM111,MMAM112,MMAM113,MMAM114,MMAM12,MMAM16,MMAM17,MMAM171,MMAM18,MMAM191,MMAM192,MMAM193,MMAM194,MMAM195,MMAM196,MMAM197,MMAM198,MMAM199,MMAM201,MMAM20011,MMAM202,MMAM2021,MMAM203,MMAM2031,MMAM204,MMAM2041,MMAM205,MMAM2051,MMAM206,MMAM2061,MMAM207,MMAM2071,MMAM208,MMAM2081,MMAM209,MMAM2091,MMAM2010,MMAM20101,MMAM2011,MMAM20111,MMAM2012,MMAM21,MMAM211,MMAM221,MMAM222,MMAM223,MMAM224,MMAM225,MMAM226,MMAM227,MMAM228,MMAM229,MMAM23,MMAM2311,MMAM2312,MMAM2313,MMAM2314,MMAM2315,MMAM2316,MMAM2317,MMAM241,MMAM242,MMAM243,MMAM244,MMAM245,MMAM246,MMAM247,MMAM25,MMAM261,MMAM262,MMAM263,MMAM264,MMAM265,MMAM266,MMAM267,MMAM268,MMAM269,MMAM2610,MMAM2611,MMAM2612,MMAM2613,MMAM2614
2932606,Secretaria exclusiva,Masculino,56,Ensino superior completo,4,2,1,1,0,0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim,2012,Paritário,Não,Sim,Não,Sim,12,Sim,Sim,Sim,Sim,-,-,-,-,-,-,-,-,Sim,Sim,2016,Sim,2012,Sim,2012,Sim,2012,Não,-,Sim,2012,Sim,2012,Sim,2012,Sim,2012,Sim,2012,Não,-,-,Sim,Sim,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
2932705,Setor subordinado a outra secretaria,Masculino,40,Ensino superior completo,1,0,0,1,0,0,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,2014,Paritário,Sim,Sim,Sim,Sim,1,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,-,Sim,2014,Sim,2014,Não,-,Não,-,Não,-,Não,-,Não,-,Sim,2014,Sim,2014,Sim,2014,Não,-,-,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
2932804,Secretaria em conjunto com outras políticas setoriais,Masculino,33,Ensino médio (2º Grau) completo,3,2,0,1,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2009,Paritário,Sim,Sim,Não,Não,0,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,Sim,Não,-,Sim,2010,Sim,2010,Sim,2010,Sim,2010,Sim,2010,Sim,2010,Sim,2010,Sim,2010,Sim,2010,Não,-,-,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não
2932903,Secretaria exclusiva,Masculino,42,Ensino superior incompleto,16,8,0,6,2,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,1989,Paritário,Sim,Sim,Sim,Não,12,Sim,Sim,O fundo possui um conselho gestor próprio,Sim,-,-,-,-,-,-,-,-,Sim,Não,-,Não,-,Não,-,Sim,1992,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,-,Não,-,Não,Não,Não,Não,Não,Não,Não,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não
2933000,Secretaria em conjunto com outras políticas setoriais,Masculino,57,Ensino médio (2º Grau) completo,4,1,0,1,1,1,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2014,Paritário,Sim,Sim,Sim,Não,4,Sim,Sim,Sim,Sim,-,-,-,-,-,-,-,-,Sim,Não,-,Não,-,Não,-,Sim,2014,Não,-,Sim,2014,Sim,2014,Sim,2014,Não,-,Sim,2014,Não,-,-,Não,-,Não,Não,Não,Não,Não,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
2933059,Secretaria em conjunto com outras políticas setoriais,Masculino,47,Ensino superior incompleto,4,0,0,4,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não soube informar*,Paritário,Sim,Sim,Não,Sim,1,Não,Não,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
2933109,Secretaria em conjunto com outras políticas setoriais,Masculino,57,Ensino médio (2º Grau) completo,3,0,0,2,0,1,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,2012,Paritário,Não,Sim,Sim,Sim,12,Não,Não,-,-,Sim,Não,Não,Não,Não,Não,Não,Não,-,Sim,2012,Sim,2013,Sim,2012,Não,-,Não,-,Não,-,Não,-,Sim,2012,Não,-,Sim,2012,Não,-,-,Não,-,Não,Não,Não,Não,Sim,Sim,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
2933158,Setor subordinado a outra secretaria,Masculino,33,Ensino médio (2º Grau) completo,1,0,0,1,0,0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2006,Paritário,Sim,Sim,Não,Não,0,Não,Sim,O fundo possui um conselho gestor próprio,Não,-,-,-,-,-,-,-,-,Sim,Não,-,Sim,2009,Não,-,Sim,2009,Não,-,Não,-,Sim,2009,Sim,2009,Não,-,Não,-,Não,-,-,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não
2933174,Setor subordinado a outra secretaria,Masculino,49,Ensino fundamental (1º Grau) incompleto,2,0,0,0,0,2,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2016,Paritário,Sim,Sim,Sim,Sim,0,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não
2933208,Setor subordinado a outra secretaria,Masculino,46,Ensino superior completo,3,1,0,1,1,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2009,Tem maior representação da sociedade civil,Não,Sim,Sim,Não,0,Não,Sim,Sim,Não,-,-,-,-,-,-,-,-,Sim,Não,-,Sim,2008,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,-,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não
2933257,Secretaria em conjunto com outras políticas setoriais,Masculino,64,Ensino médio (2º Grau) completo,4,3,0,1,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Não,Não,-,-,-,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
2933307,Secretaria exclusiva,Feminino,53,Especialização,155,Não soube informar*,Não soube informar*,4,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2007,Paritário,Sim,Sim,Sim,Sim,8,Sim,Sim,O fundo possui um conselho gestor próprio,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,-,Não,-,Não,-,Sim,2007,Sim,2007,Não,-,Sim,2007,Sim,2007,Sim,2007,Sim,2007,Sim,2007,Sim,2007,-,Não,-,Não,Sim,Não,Não,Não,Sim,Sim,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
2933406,Secretaria em conjunto com outras políticas setoriais,Masculino,48,Ensino superior completo,3,1,0,2,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2017,Tem maior representação da sociedade civil,Sim,Sim,Sim,Não,0,Não,Não,-,-,Não,Não,Não,Não,Não,Não,Não,Sim,-,Sim,1990,Sim,1990,Não,-,Sim,1990,Não,-,Sim,2011,Sim,2011,Sim,2011,Sim,2011,Não,-,Não,-,-,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
2933455,Secretaria em conjunto com outras políticas setoriais,Masculino,40,Ensino médio (2º Grau) completo,7,3,0,3,0,1,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,2013,Paritário,Sim,Sim,Não,Não,0,Não,Não,-,-,Sim,Não,Não,Não,Não,Não,Não,Não,-,Sim,2013,Sim,2013,Não,-,Sim,2013,Não,-,Não,-,Não,-,Sim,2013,Não,-,Sim,2013,Não,-,-,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
2933505,Secretaria em conjunto com outras políticas setoriais,Masculino,30,Ensino superior incompleto,1,0,0,1,0,0,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não soube informar*,Paritário,Não,Não,Sim,Sim,2,Não,Não,-,-,-,-,-,-,-,-,-,-,Sim,Sim,2012,Não,-,Não,-,Sim,2012,Não,-,Não,-,Não,-,Não,-,Não,-,Sim,2012,Não,-,-,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
2933604,Secretaria em conjunto com outras políticas setoriais,Masculino,48,Ensino superior completo,5,0,0,4,1,0,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2009,Paritário,Sim,Sim,Não,Não,0,Sim,Sim,Sim,Não,-,-,-,-,-,-,-,-,Sim,Sim,2009,Sim,2009,Sim,2009,Sim,2009,Não,-,Sim,2009,Sim,2009,Sim,2009,Sim,2009,Sim,2009,Sim,2009,-,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não
3100104,Secretaria em conjunto com outras políticas setoriais,Feminino,60,Especialização,1,0,0,1,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Não,Não,-,-,-,-,-,-,-,-,-,-,Sim,Não,-,Não,-,Não,-,Sim,2001,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,-,Não,-,Não,Não,Não,Não,Não,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não
3100203,Secretaria em conjunto com outras políticas setoriais,Masculino,40,Ensino superior completo,1,0,0,1,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,1997,Paritário,Sim,Não,Não,Não,0,Não,Não,-,-,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2015,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3100302,Secretaria em conjunto com outras políticas setoriais,Masculino,31,Ensino superior completo,2,0,0,2,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2009,Paritário,Sim,Sim,Sim,Sim,6,Não,Não,-,-,-,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Sim,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
3100401,Secretaria em conjunto com outras políticas setoriais,Sem gestor²,Sem gestor²,Sem gestor²,1,1,0,0,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,1999,Paritário,Sim,Sim,Sim,Sim,12,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Sim,2017,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3100500,Secretaria em conjunto com outras políticas setoriais,Masculino,42,Especialização,6,2,0,4,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2007,Paritário,Sim,Sim,Não,Não,1,Sim,Sim,Não,Não,-,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não
3100609,Secretaria em conjunto com outras políticas setoriais,Masculino,56,Ensino médio (2º Grau) completo,3,2,0,1,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Não,Não,-,-,-,-,-,-,-,-,-,-,Sim,Sim,2002,Sim,2002,Sim,2002,Sim,2002,Sim,2002,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,-,Sim,Sim,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não
3100708,Não possui estrutura,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2016,Paritário,Sim,Não,Não,Não,2,Não,Não,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,2013,Sim,2013,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3100807,Setor subordinado diretamente à chefia do Executivo,Masculino,27,Ensino superior completo,8,1,0,3,0,4,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,1999,Paritário,Sim,Sim,Não,Não,2,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,2006,Sim,2008,Sim,2008,Sim,2008,Sim,2008,Não,-,Não,-,Sim,2001,Sim,2001,Sim,2001,Não,-,Não,Não,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3100906,Não possui estrutura,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,1997,Tem maior representação da sociedade civil,Não,Sim,Não,Sim,4,Não,Não,-,-,-,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
3101003,Secretaria exclusiva,Masculino,38,Ensino superior completo,1,0,0,1,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,1994,Paritário,Não,Sim,Sim,Sim,12,Não,Não,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Sim,Não,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3101102,Secretaria em conjunto com outras políticas setoriais,Masculino,50,Ensino médio (2º Grau) completo,2,0,0,1,0,1,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2009,Paritário,Sim,Não,Sim,Não,1,Não,Sim,Não,Sim,-,-,-,-,-,-,-,-,Sim,Sim,2013,Sim,2013,Não,-,Sim,2011,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,-,Sim,Não,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não
3101201,Secretaria em conjunto com outras políticas setoriais,Feminino,29,Ensino superior completo,3,0,0,3,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2001,Paritário,Sim,Sim,Sim,Sim,12,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Sim,2015,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3101300,Secretaria exclusiva,Masculino,38,Ensino médio (2º Grau) completo,3,0,0,3,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,1997,Paritário,Não,Sim,Não,Não,4,Não,Não,-,-,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Sim,Não,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3101409,Setor subordinado a outra secretaria,Feminino,45,Especialização,1,1,0,0,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Sim,Não,-,-,Sim,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,-,-,-,-,-,-,-,-,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não
3101508,Setor subordinado a outra secretaria,Masculino,40,Ensino superior completo,2,0,0,1,1,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2003,Paritário,Sim,Sim,Sim,Não,2,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Sim,2014,Não,-,Sim,2003,Não,-,Sim,2014,Não,-,Não,-,Não,-,Não,-,Não,-,Não,Não,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3101607,Secretaria exclusiva,Masculino,46,Ensino médio (2º Grau) completo,129,113,0,15,0,1,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Sim,1993,Tem maior representação da sociedade civil,Sim,Sim,Sim,Sim,12,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,-,Não,Não,Não,Não,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não
3101631,Secretaria em conjunto com outras políticas setoriais,Masculino,55,Ensino superior completo,1,0,0,1,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2011,Paritário,Sim,Sim,Não,Não,0,Não,Não,-,-,Sim,Não,Não,Não,Não,Não,Não,Não,-,Sim,2010,Sim,2010,Não,-,Sim,2010,Sim,2010,Sim,2010,Sim,2010,Sim,2010,Sim,2010,Sim,2010,Não,-,-,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não
3101706,Setor subordinado a outra secretaria,Feminino,56,Ensino superior completo,9,8,0,1,0,0,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,1999,Paritário,Sim,Sim,Não,Não,3,Sim,Não,-,-,-,-,-,-,-,-,-,-,Sim,Sim,2014,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,-,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não
3101805,Secretaria em conjunto com outras políticas setoriais,Masculino,67,Ensino fundamental (1º Grau) incompleto,1,0,0,1,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Não,Não,-,-,-,-,-,-,-,-,-,-,Sim,Sim,2002,Sim,2016,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,-,Sim,Sim,-,-,-,-,-,-,-,-,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não
3101904,Secretaria em conjunto com outras políticas setoriais,Masculino,43,Ensino médio (2º Grau) completo,1,0,0,1,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2014,Paritário,Sim,Sim,Sim,Sim,12,Não,Não,-,-,-,-,-,-,-,-,-,-,Sim,Não,-,Sim,2015,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,-,Sim,Sim,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim
3102001,Secretaria em conjunto com outras políticas setoriais,Masculino,49,Ensino fundamental (1º Grau) incompleto,27,16,0,2,0,9,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,1999,Tem maior representação governamental,Sim,Sim,Sim,Sim,0,Sim,Não,-,-,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
3102050,Secretaria exclusiva,Masculino,36,Mestrado,4,2,0,1,0,1,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2017,Paritário,Sim,Não,Não,Não,2,Sim,Não,-,-,-,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não
3102100,Não possui estrutura,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Não,Não,-,-,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2016,Sim,2016,Não,-,Sim,2002,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3102209,Secretaria em conjunto com outras políticas setoriais,Masculino,26,Ensino superior completo,3,0,0,2,0,1,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2014,Paritário,Sim,Sim,Não,Não,4,Não,Não,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,Não,-,Não,-,Sim,2011,Não,-,Não,-,Sim,2011,Não,-,Não,-,Sim,2011,Não,-,Não,Não,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3102308,Setor subordinado a outra secretaria,Masculino,36,Especialização,3,1,0,1,0,1,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,1997,Paritário,Sim,Sim,Não,Sim,12,Não,Não,-,-,Sim,Não,Não,Não,Não,Não,Não,Não,-,Não,-,Sim,2016,Não,-,Não,-,Sim,2016,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,-,Sim,Não,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não
