CodMun,CodMun,MTRA01,MTRA03,MTRA04,MTRA06,MTRA07,MTRA081,MTRA082,MTRA083,MTRA084,MTRA085,MTRA086,MTRA087,MTRA09,MTRA091,MTRA10,MTRA101,MTRA102,MTRA111,MTRA112,MTRA113,MTRA114,MTRA12,MTRA16,MTRA161,MTRA17,MTRA181,MTRA182,MTRA183,MTRA184,MTRA185,MTRA186,MTRA187,MTRA188,MTRA19,MTRA1911,MTRA192,MTRA1912,MTRA193,MTRA1913,MTRA1914,MTRA1915,MTRA201,MTRA202,MTRA203,MTRA204,MTRA205,MTRA206,MTRA207,MTRA208,MTRA209,MTRA2010,MTRA21,MTRA221,MTRA222,MTRA223,MTRA224,MTRA23,MTRA231,MTRA24,MTRA25
2933158,2933158,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
2933174,2933174,Secretaria em conjunto com outras políticas setoriais,Masculino,49,Ensino fundamental (1º Grau) incompleto,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Não,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
2933208,2933208,Órgão da administração indireta,Masculino,41,Ensino superior completo,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,-,Sim,2005,Tem maior representação governamental,Sim,Sim,Não,Sim,Não soube informar*,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Não,-,Sim,Não,-,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,-,Sem adaptação,-,-,-,-,Sim,Sim,Não,Não
2933257,2933257,Setor subordinado a outra secretaria,Masculino,43,Ensino superior incompleto,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
2933307,2933307,Secretaria exclusiva,Masculino,58,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Sim,1992,Paritário,Sim,Não,Não,Não,2,Não,-,-,Não,Não,Não,Sim,Não,Sim,Sim,-,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Não,-,Parcialmente adaptada,Sim,Sim,Não,Não,Sim,Sim,Sim,Não
2933406,2933406,Setor subordinado a outra secretaria,Masculino,39,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
2933455,2933455,Setor subordinado a outra secretaria,Masculino,51,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Sim,Não,Sim,Não,-,Sim,Não,-,Não,-,Não,Não,Sim,-,-,-,-,-,-,-,-,-,Sim,Sem adaptação,-,-,-,-,Sim,Não,Não,Não
2933505,2933505,Setor subordinado a outra secretaria,Masculino,29,Ensino superior incompleto,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
2933604,2933604,Secretaria em conjunto com outras políticas setoriais,Masculino,43,Ensino superior incompleto,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Não,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
3100104,3100104,Secretaria exclusiva,Masculino,48,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
3100203,3100203,Secretaria exclusiva,Masculino,45,Ensino médio (2º Grau) incompleto,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Sim,Não,-,Sim,Não,,Não,-,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Sem adaptação,-,-,-,-,Sim,Sim,Não,Não
3100302,3100302,Secretaria em conjunto com outras políticas setoriais,Masculino,27,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Não,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
3100401,3100401,Setor subordinado a outra secretaria,Masculino,44,Ensino fundamental (1º Grau) incompleto,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
3100500,3100500,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
3100609,3100609,Secretaria em conjunto com outras políticas setoriais,Masculino,57,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Sim,Não,-,Sim,Não,,Não,-,Sim,Não,Não,-,-,-,-,-,-,-,-,-,Sim,Sem adaptação,-,-,-,-,Sim,Sim,Não,Não
3100708,3100708,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
3100807,3100807,Setor subordinado a outra secretaria,Feminino,41,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
3100906,3100906,Setor subordinado a outra secretaria,Masculino,43,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
3101003,3101003,Secretaria exclusiva,Masculino,38,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
3101102,3101102,Setor subordinado a outra secretaria,Masculino,Não informou,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Sim,Sim,Não,-,Sim,Não,-,Não,-,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,-,Sem adaptação,-,-,-,-,Sim,Sim,Não,Não
3101201,3101201,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
3101300,3101300,Secretaria em conjunto com outras políticas setoriais,Masculino,27,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
3101409,3101409,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
3101508,3101508,Setor subordinado a outra secretaria,Masculino,53,Especialização,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Não,Não,-,Sim,Sim,Sim,Não,-,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,-,Parcialmente adaptada,Não,Não,Sim,Não,Sim,Sim,Não,Não
3101607,3101607,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Sim,2011,Tem maior representação da sociedade civil,Sim,Sim,Sim,Não,0,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,-,Sim,Sim,Sim,Não,-,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim,-,Totalmente adaptada,Não,Não,Sim,Não,Sim,Sim,Não,Não
3101631,3101631,Setor subordinado diretamente à chefia do Executivo,Masculino,Não informou,Mestrado,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Sim,Não,-,Sim,Não,-,Não,-,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,-,Parcialmente adaptada,Sim,Não,Não,Não,Sim,Não,Não,Não
3101706,3101706,Setor subordinado a outra secretaria,Masculino,55,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Sim,Não,-,Sim,Não,-,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,Sim,Parcialmente adaptada,Não,Não,Sim,Não,Sim,Sim,Não,Não
3101805,3101805,Setor subordinado a outra secretaria,Feminino,56,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
3101904,3101904,Secretaria exclusiva,Masculino,58,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
3102001,3102001,Secretaria exclusiva,Masculino,67,Ensino médio (2º Grau) incompleto,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
3102050,3102050,Setor subordinado a outra secretaria,Masculino,66,Mestrado,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Sim,Não,Não,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
3102100,3102100,Setor subordinado diretamente à chefia do Executivo,Masculino,60,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Sim,Não,-,Não,-,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,-,Sem adaptação,-,-,-,-,Sim,Não,Não,Não
3102209,3102209,Setor subordinado a outra secretaria,Masculino,39,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
3102308,3102308,Secretaria exclusiva,Masculino,47,Ensino fundamental (1º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Sim,Não,-,Não,-,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,-,Sem adaptação,-,-,-,-,Sim,Sim,Não,Não
3102407,3102407,Secretaria exclusiva,Masculino,36,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
3102506,3102506,Setor subordinado a outra secretaria,Masculino,51,Ensino médio (2º Grau) incompleto,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Sim,Sim,Não,Não,-,Não,Não,Não,-,-,-,-,-,-,-,-,-,Sim,Sem adaptação,-,-,-,-,Sim,Não,Não,Não
3102605,3102605,Setor subordinado a outra secretaria,Masculino,38,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Não,Não,-,Sim,Não,-,Não,-,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,-,Parcialmente adaptada,Não,Não,Sim,Não,Sim,Sim,Sim,Não
3102704,3102704,Secretaria em conjunto com outras políticas setoriais,Masculino,28,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
3102803,3102803,Setor subordinado a outra secretaria,Masculino,51,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,-,Sem adaptação,-,-,-,-,Sim,Não,Não,Não
3102852,3102852,Secretaria em conjunto com outras políticas setoriais,Masculino,60,Ensino fundamental (1º Grau) incompleto,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Sim,Não,-,Sim,Não,,Não,-,Sim,Não,Não,-,-,-,-,-,-,-,-,-,Sim,Sem adaptação,-,-,-,-,Sim,Sim,Não,Não
3102902,3102902,Secretaria exclusiva,Masculino,55,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Sim,Não,-,Sim,Sim,Sim,Não,-,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,-,Parcialmente adaptada,Não,Não,Sim,Não,Sim,Não,Não,Não
3103009,3103009,Secretaria em conjunto com outras políticas setoriais,Masculino,60,Ensino fundamental (1º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Sim,Não,Não,-,Sim,Não,,Não,-,Não,Sim,Não,-,-,-,-,-,-,-,-,-,Sim,Sem adaptação,-,-,-,-,Sim,Não,Não,Não
3103108,3103108,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
3103207,3103207,Setor subordinado diretamente à chefia do Executivo,Masculino,81,Ensino superior completo,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Não,-,-,-,-,-,-,-,Sim,O fundo possui um conselho gestor próprio,Sim,Não,Não,Não,Não,Não,Sim,Não,-,Sim,Não,-,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,-,Parcialmente adaptada,Não,Sim,Não,Não,Sim,Sim,Não,Não
3103306,3103306,Secretaria exclusiva,Masculino,52,Ensino superior incompleto,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Sim,Não,-,Sim,Não,-,Não,-,Não,Sim,Não,-,-,-,-,-,-,-,-,-,Sim,Sem adaptação,-,-,-,-,Sim,Não,Não,Não
3103405,3103405,Setor subordinado a outra secretaria,Masculino,36,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Não,Não,-,Sim,Sim,Sim,Não,-,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,-,Parcialmente adaptada,Não,Não,Sim,Não,Sim,Não,Não,Não
3103504,3103504,Secretaria em conjunto com outras políticas setoriais,Masculino,56,Ensino fundamental (1º Grau) completo,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,-,Sim,Sim,Sim,Não,-,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,-,Totalmente adaptada,Não,Não,Sim,Não,Sim,Sim,Não,Não
3103603,3103603,Setor subordinado a outra secretaria,Masculino,60,Ensino superior incompleto,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
3103702,3103702,Setor subordinado a outra secretaria,Feminino,31,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Sim,Não,-,Sim,Não,-,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,-,Parcialmente adaptada,Não,Sim,Não,Não,Sim,Não,Não,Não
3103751,3103751,Setor subordinado a outra secretaria,Masculino,52,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Não,Não,Sim,Não,-,Sim,Sim,Não,Não,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,-,Sem adaptação,-,-,-,-,Sim,Sim,Não,Não
3103801,3103801,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Não,Não,Sim,Não,-,Sim,Não,,Não,-,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Não,-,Parcialmente adaptada,Sim,Não,Sim,Não,Sim,Sim,Não,Não
3103900,3103900,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Não,Não,-,Sim,Não,-,Não,-,Sim,Sim,Não,-,-,-,-,-,-,-,-,-,Sim,Sem adaptação,-,-,-,-,Sim,Sim,Não,Não
3104007,3104007,Setor subordinado a outra secretaria,Masculino,36,Especialização,Não,-,-,-,-,-,-,-,Sim,O município não possui plano,Não,-,-,-,-,-,-,-,Sim,Não,Sim,Não,Não,Não,Sim,Não,Sim,Sim,-,Sim,Sim,Sim,Não,-,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,-,Totalmente adaptada,Não,Não,Sim,Não,Sim,Não,Sim,Sim
3104106,3104106,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Sim,Não,-,Sim,Não,-,Não,-,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,-,Parcialmente adaptada,Não,Não,Sim,Não,Sim,Não,Não,Não
3104205,3104205,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Sim,Não,-,Sim,Não,-,Não,-,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,-,Parcialmente adaptada,Não,Não,Sim,Não,Sim,Não,Sim,Não
3104304,3104304,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
3104403,3104403,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
3104452,3104452,Secretaria em conjunto com outras políticas setoriais,Masculino,52,Ensino fundamental (1º Grau) incompleto,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
3104502,3104502,Secretaria em conjunto com outras políticas setoriais,Masculino,57,Ensino superior incompleto,Não,-,-,-,-,-,-,-,Não,-,Sim,2003,Paritário,Não,Não,Não,Sim,0,Não,-,-,Não,Não,Sim,Sim,Não,Não,Não,-,Sim,Não,-,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,-,Sem adaptação,-,-,-,-,Sim,Sim,Não,Não
3104601,3104601,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
3104700,3104700,Setor subordinado a outra secretaria,Masculino,51,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
3104809,3104809,Secretaria em conjunto com outras políticas setoriais,Masculino,27,Ensino médio (2º Grau) completo,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Sim,Não,-,Sim,Não,-,Não,-,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,-,Parcialmente adaptada,Sim,Não,Não,Não,Sim,Sim,Não,Não
3104908,3104908,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
3105004,3105004,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
3105103,3105103,Secretaria em conjunto com outras políticas setoriais,Masculino,57,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Não,Não,Sim,Não,-,Sim,Sim,Sim,Não,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,-,Sem adaptação,-,-,-,-,Sim,Não,Não,Não
3105202,3105202,Secretaria em conjunto com outras políticas setoriais,Feminino,22,Ensino superior incompleto,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
3105301,3105301,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
3105400,3105400,Setor subordinado a outra secretaria,Masculino,27,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Sim,Sim,Não,-,Sim,Sim,Sim,Não,-,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,-,Parcialmente adaptada,Não,Não,Sim,Não,Sim,Sim,Não,Sim
3105509,3105509,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
3105608,3105608,Setor subordinado a outra secretaria,Feminino,40,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Sim,Sim,Sim,Não,-,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Não,-,Parcialmente adaptada,-,-,-,Sim,Sim,Sim,Não,Não
3105707,3105707,Setor subordinado a outra secretaria,Masculino,40,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
3105905,3105905,Setor subordinado a outra secretaria,Masculino,62,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Sim,2017,Tem maior representação da sociedade civil,Sim,Sim,Sim,Sim,0,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Sim,Sim,Sim,Não,-,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Não,-,Sem adaptação,-,-,-,-,Sim,Não,Não,Sim
3106002,3106002,Setor subordinado a outra secretaria,Masculino,57,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
