CodMun,Barco,Metro,Mototx,Taxi,Trem,Van,Aviao
4120101,Não,Não,Não,Sim,Não,Sim,Não
4120150,Sim,Não,Não,Não,Não,Sim,Não
4120200,Sim,Não,Não,Não,Não,Sim,Não
4120309,-,-,-,-,-,-,-
4120333,Não,Não,Não,Sim,Não,Não,Não
4120358,Não,Não,Não,Sim,Não,Sim,Não
4120408,-,-,-,-,-,-,-
4120507,-,-,-,-,-,-,-
4120606,Não,Não,Não,Sim,Não,Não,Não
4120655,Não,Não,Não,Sim,Não,Não,Não
4120705,Não,Não,Sim,Sim,Não,Sim,Não
4120804,Não,Não,Não,Sim,Não,Não,Não
4120853,Não,Não,Não,Não,Não,Sim,Não
4120903,Não,Não,Sim,Sim,Não,Sim,Não
4121000,Sim,Não,Não,Sim,Não,Sim,Não
4121109,Não,Não,Não,Sim,Não,Não,Não
4121208,Não,Não,Não,Sim,Não,Não,Não
4121257,Não,Não,Não,Sim,Não,Sim,Não
4121307,Não,Não,Não,Não,Não,Sim,Não
4121356,Não,Não,Não,Sim,Não,Não,Não
4121406,Não,Não,Sim,Sim,Não,Sim,Não
4121505,Não,Não,Não,Sim,Não,Não,Não
4121604,Não,Não,Não,Sim,Não,Não,Não
4121703,-,-,-,-,-,-,-
4121752,Não,Não,Não,Sim,Não,Não,Não
4121802,Não,Não,Não,Não,Não,Sim,Não
4121901,-,-,-,-,-,-,-
4122008,Não,Não,Não,Sim,Não,Sim,Não
4122107,-,-,-,-,-,-,-
4122156,Não,Não,Não,Sim,Não,Sim,Não
4122172,-,-,-,-,-,-,-
4122206,Não,Não,Não,Sim,Não,Não,Não
4122305,Não,Não,Não,Sim,Não,Sim,Não
4122404,Não,Não,Não,Sim,Não,Sim,Não
4122503,-,-,-,-,-,-,-
4122602,Não,Não,Não,Sim,Não,Sim,Não
4122651,-,-,-,-,-,-,-
4122701,Não,Não,Não,Sim,Não,Sim,Não
4122800,Não,Não,Não,Sim,Não,Não,Não
4122909,Não,Não,Sim,Sim,Não,Não,Não
4123006,Não,Não,Não,Sim,Não,Não,Não
4123105,-,-,-,-,-,-,-
4123204,Não,Não,Não,Sim,Não,Sim,Não
4123303,-,-,-,-,-,-,-
4123402,Não,Não,Não,Não,Não,Sim,Não
4123501,Não,Não,Sim,Sim,Não,Não,Não
4123600,Não,Não,Não,Não,Não,Sim,Não
4123709,Não,Não,Não,Sim,Não,Não,Não
4123808,Não,Não,Sim,Sim,Não,Sim,Não
4123824,Não,Não,Não,Sim,Não,Não,Não
4123857,-,-,-,-,-,-,-
4123907,Não,Não,Sim,Sim,Não,Não,Não
4123956,Não,Não,Não,Sim,Não,Não,Não
4124004,Não,Não,Sim,Sim,Não,Sim,Não
4124020,Não,Não,Não,Sim,Não,Sim,Não
4124053,Não,Não,Sim,Sim,Não,Não,Não
4124103,Não,Não,Sim,Sim,Não,Não,Não
4124202,Não,Não,Não,Sim,Não,Não,Não
4124301,-,-,-,-,-,-,-
4124400,-,-,-,-,-,-,-
4124509,Não,Não,Não,Sim,Não,Sim,Não
4124608,Não,Não,Não,Sim,Não,Sim,Não
4124707,-,-,-,-,-,-,-
4124806,Não,Não,Sim,Sim,Não,Não,Não
4124905,Não,Não,Não,Sim,Não,Não,Não
4125001,Não,Não,Não,Sim,Não,Não,Não
4125100,-,-,-,-,-,-,-
4125209,Não,Não,Sim,Sim,Não,Não,Não
4125308,-,-,-,-,-,-,-
4125357,Sim,Não,Não,Sim,Não,Sim,Não
4125407,Não,Não,Não,Sim,Não,Sim,Não
4125456,Não,Não,Não,Não,Não,Sim,Não
4125506,Não,Não,Não,Sim,Não,Sim,Não
4125555,-,-,-,-,-,-,-
4125605,Não,Não,Não,Sim,Não,Sim,Não
4125704,Não,Não,Sim,Sim,Não,Não,Não
4125753,-,-,-,-,-,-,-
4125803,Não,Não,Não,Sim,Não,Não,Não
4125902,-,-,-,-,-,-,-
4126009,Não,Não,Sim,Sim,Não,Não,Não
4126108,-,-,-,-,-,-,-
4126207,Não,Não,Não,Sim,Não,Não,Não
4126256,Não,Não,Sim,Sim,Não,Sim,Não
4126272,Não,Não,Não,Sim,Não,Não,Não
4126306,Não,Não,Sim,Sim,Não,Sim,Não
4126355,Não,Não,Não,Sim,Não,Não,Não
4126405,Não,Não,Não,Sim,Não,Não,Não
4126504,Não,Não,Não,Sim,Não,Sim,Não
4126603,Sim,Não,Sim,Sim,Não,Sim,Não
4126652,Não,Não,Não,Sim,Não,Não,Não
4126678,Não,Não,Sim,Sim,Não,Sim,Não
4126702,Não,Não,Não,Não,Não,Sim,Não
4126801,Não,Não,Não,Sim,Não,Não,Não
4126900,-,-,-,-,-,-,-
4127007,Não,Não,Não,Sim,Não,Não,Não
4127106,Não,Não,Não,Sim,Não,Sim,Não
4127205,-,-,-,-,-,-,-
4127304,Sim,Não,Não,Sim,Não,Não,Não
4127403,Não,Não,Não,Sim,Não,Sim,Não
4127502,Não,Não,Não,Sim,Não,Sim,Não
4127601,Não,Não,Não,Sim,Não,Não,Não
4127700,Não,Não,Sim,Sim,Não,Sim,Não
4127809,Não,Não,Não,Sim,Não,Sim,Não
4127858,Sim,Não,Não,Sim,Não,Não,Não
4127882,Não,Não,Não,Sim,Não,Não,Não
4127908,Não,Não,Não,Sim,Não,Não,Não
4127957,Não,Não,Não,Sim,Não,Sim,Não
4127965,Não,Não,Não,Sim,Não,Sim,Não
4128005,Não,Não,Sim,Sim,Não,Sim,Não
4128104,Não,Não,Sim,Sim,Não,Sim,Não
4128203,Não,Não,Não,Não,Não,Sim,Não
4128302,Não,Não,Não,Sim,Não,Não,Não
4128401,-,-,-,-,-,-,-
4128500,Não,Não,Sim,Sim,Não,Sim,Não
4128534,Não,Não,Não,Não,Não,Sim,Não
4128559,Não,Não,Não,Sim,Não,Não,Não
4128609,Não,Não,Não,Não,Não,Sim,Não
4128625,Não,Não,Não,Sim,Não,Não,Não
4128633,Não,Não,Não,Sim,Não,Não,Não
4128658,Não,Não,Não,Sim,Não,Não,Não
4128708,Não,Não,Não,Sim,Não,Não,Não
4128807,Não,Não,Não,Sim,Não,Sim,Não
4200051,-,-,-,-,-,-,-
4200101,Não,Não,Não,Sim,Não,Não,Não
4200200,Não,Não,Sim,Sim,Não,Não,Não
4200309,Não,Não,Não,Sim,Não,Não,Não
4200408,Não,Não,Não,Sim,Não,Não,Não
4200507,-,-,-,-,-,-,-
4200556,Não,Não,Não,Sim,Não,Sim,Não
4200606,Não,Não,Não,Sim,Não,Não,Não
4200705,Não,Não,Não,Sim,Não,Não,Não
4200754,-,-,-,-,-,-,-
4200804,Não,Não,Não,Sim,Não,Não,Não
4200903,-,-,-,-,-,-,-
4201000,Não,Não,Não,Sim,Não,Não,Não
4201109,Não,Não,Não,Sim,Não,Não,Não
4201208,Não,Não,Não,Sim,Não,Não,Não
4201257,Não,Não,Não,Sim,Não,Sim,Não
4201273,Não,Não,Não,Sim,Não,Não,Não
4201307,Não,Não,Não,Sim,Não,Não,Não
4201406,Sim,Não,Não,Sim,Não,Não,Não
4201505,Não,Não,Não,Sim,Não,Não,Não
4201604,-,-,-,-,-,-,-
4201653,Não,Não,Não,Sim,Não,Sim,Não
4201703,Não,Não,Não,Sim,Não,Não,Não
4201802,Não,Não,Não,Sim,Não,Não,Não
4201901,-,-,-,-,-,-,-
4201950,Não,Não,Não,Sim,Não,Não,Não
4202008,Não,Não,Sim,Sim,Não,Não,Não
4202057,Sim,Não,Não,Sim,Não,Sim,Não
4202073,Não,Não,Não,Sim,Não,Não,Não
4202081,Não,Não,Não,Sim,Não,Não,Não
4202099,Não,Não,Não,Sim,Não,Não,Não
4202107,Não,Não,Não,Sim,Não,Não,Não
4202131,Não,Não,Não,Sim,Não,Sim,Não
4202156,Não,Não,Não,Não,Não,Sim,Não
4202206,Não,Não,Não,Sim,Não,Não,Não
4202305,Não,Não,Não,Sim,Não,Sim,Não
4202404,Não,Não,Sim,Sim,Não,Sim,Não
4202438,Não,Não,Não,Sim,Não,Não,Não
4202453,Não,Não,Não,Sim,Não,Não,Não
4202503,Não,Não,Não,Sim,Não,Não,Não
4202537,Não,Não,Não,Sim,Não,Não,Não
4202578,-,-,-,-,-,-,-
4202602,Não,Não,Não,Sim,Não,Não,Não
4202701,Não,Não,Não,Sim,Não,Não,Não
4202800,Não,Não,Não,Sim,Não,Sim,Não
4202859,Não,Não,Não,Sim,Não,Não,Não
4202875,-,-,-,-,-,-,-
4202909,Não,Não,Não,Sim,Não,Sim,Não
4203006,Não,Não,Não,Sim,Não,Sim,Não
4203105,Não,Não,Não,Sim,Não,Não,Não
4203154,-,-,-,-,-,-,-
4203204,Não,Não,Sim,Sim,Não,Sim,Não
4203253,-,-,-,-,-,-,-
4203303,Não,Não,Não,Sim,Não,Sim,Não
4203402,-,-,-,-,-,-,-
4203501,Não,Não,Não,Sim,Não,Não,Não
4203600,Não,Não,Não,Sim,Não,Sim,Não
4203709,-,-,-,-,-,-,-
4203808,Sim,Não,Sim,Sim,Não,Não,Não
4203907,Não,Não,Não,Sim,Não,Não,Não
4203956,Não,Não,Sim,Sim,Não,Sim,Não
4204004,Não,Não,Sim,Não,Não,Sim,Não
4204103,-,-,-,-,-,-,-
4204152,-,-,-,-,-,-,-
4204178,-,-,-,-,-,-,-
4204194,-,-,-,-,-,-,-
4204202,Não,Não,Sim,Sim,Não,Sim,Sim
4204251,Não,Não,Não,Sim,Não,Sim,Não
4204301,Não,Não,Sim,Sim,Não,Não,Não
4204350,-,-,-,-,-,-,-
4204400,Não,Não,Não,Sim,Não,Sim,Não
4204459,Não,Não,Não,Sim,Não,Sim,Não
4204509,Não,Não,Não,Sim,Não,Não,Não
4204558,Não,Não,Sim,Sim,Não,Não,Não
4204608,Não,Não,Não,Sim,Não,Não,Não
4204707,Não,Não,Não,Sim,Não,Não,Não
4204756,-,-,-,-,-,-,-
4204806,Não,Não,Sim,Sim,Não,Sim,Não
4204905,Não,Não,Não,Não,Não,Sim,Não
4205001,Não,Não,Não,Sim,Não,Sim,Não
4205100,Não,Não,Não,Sim,Não,Não,Não
4205159,Não,Não,Não,Sim,Não,Não,Não
4205175,-,-,-,-,-,-,-
4205191,Não,Não,Não,Sim,Não,Não,Não
4205209,Não,Não,Não,Sim,Não,Não,Não
4205308,-,-,-,-,-,-,-
4205357,Não,Não,Não,Sim,Não,Não,Não
4205407,Sim,Não,Não,Sim,Não,Sim,Não
4205431,Não,Não,Não,Sim,Não,Não,Não
4205456,Não,Não,Sim,Não,Não,Sim,Não
4205506,Não,Não,Sim,Sim,Não,Não,Não
4205555,-,-,-,-,-,-,-
4205605,Não,Não,Não,Sim,Não,Não,Não
4205704,Não,Não,Não,Sim,Não,Sim,Não
4205803,Não,Não,Não,Sim,Não,Não,Não
4205902,Não,Não,Não,Sim,Não,Sim,Não
4206009,Não,Não,Não,Não,Não,Sim,Não
4206108,Não,Não,Não,Sim,Não,Não,Não
4206207,Não,Não,Não,Sim,Não,Sim,Não
4206306,Não,Não,Não,Sim,Não,Não,Não
4206405,Não,Não,Não,Sim,Não,Sim,Não
4206504,Não,Não,Não,Sim,Não,Não,Não
4206603,Não,Não,Não,Sim,Não,Sim,Não
4206652,Não,Não,Não,Não,Não,Sim,Não
4206702,Não,Não,Não,Sim,Não,Sim,Não
4206751,-,-,-,-,-,-,-
4206801,Não,Não,Não,Sim,Não,Sim,Não
4206900,Não,Não,Não,Sim,Não,Não,Não
4207007,Não,Não,Não,Sim,Não,Não,Não
4207106,Não,Não,Não,Sim,Não,Não,Não
4207205,Sim,Não,Não,Sim,Não,Não,Não
4207304,Não,Não,Não,Sim,Não,Sim,Não
4207403,Não,Não,Não,Sim,Não,Não,Não
4207502,Não,Não,Não,Sim,Não,Não,Não
4207577,-,-,-,-,-,-,-
4207601,Não,Não,Sim,Sim,Não,Sim,Não
4207650,Não,Não,Não,Sim,Não,Sim,Não
4207684,Não,Não,Não,Sim,Não,Não,Não
4207700,Não,Não,Não,Sim,Não,Não,Não
4207759,Não,Não,Não,Sim,Não,Sim,Não
4207809,Não,Não,Sim,Sim,Não,Sim,Não
4207858,Não,Não,Não,Sim,Não,Não,Não
4207908,Sim,Não,Não,Sim,Não,Sim,Não
4208005,Sim,Não,Não,Sim,Não,Não,Não
4208104,Não,Não,Não,Sim,Não,Não,Não
4208203,Não,Não,Não,Sim,Não,Sim,Não
4208302,Não,Não,Sim,Sim,Não,Não,Não
4208401,Sim,Não,Não,Sim,Não,Sim,Não
4208450,Sim,Não,Sim,Sim,Não,Sim,Não
4208500,Não,Não,Sim,Sim,Não,Sim,Não
4208609,Não,Não,Não,Sim,Não,Sim,Não
4208708,Não,Não,Não,Sim,Não,Não,Não
4208807,Não,Não,Não,Sim,Não,Sim,Sim
4208906,Não,Não,Não,Sim,Não,Sim,Não
4208955,-,-,-,-,-,-,-
4209003,Não,Não,Não,Sim,Não,Sim,Não
4209102,Não,Não,Não,Sim,Não,Sim,Sim
4209151,Não,Não,Não,Sim,Não,Não,Não
4209177,-,-,-,-,-,-,-
4209201,-,-,-,-,-,-,-
4209300,Não,Não,Sim,Sim,Não,Sim,Não
4209409,Sim,Não,Não,Sim,Não,Não,Não
4209458,Não,Não,Não,Sim,Não,Não,Não
4209508,Não,Não,Não,Sim,Não,Não,Não
4209607,Não,Não,Não,Sim,Não,Sim,Não
4209706,Não,Não,Não,Sim,Não,Não,Não
4209805,Não,Não,Não,Sim,Não,Não,Não
4209854,Não,Não,Não,Sim,Não,Não,Não
4209904,Não,Não,Não,Sim,Não,Não,Não
4210001,-,-,-,-,-,-,-
4210035,Não,Não,Não,Sim,Não,Não,Não
4210050,-,-,-,-,-,-,-
4210100,Não,Não,Não,Sim,Não,Sim,Não
4210209,-,-,-,-,-,-,-
4210308,Não,Não,Não,Sim,Não,Não,Não
4210407,Não,Não,Não,Sim,Não,Sim,Não
4210506,Não,Não,Não,Sim,Não,Não,Não
4210555,Não,Não,Não,Sim,Não,Não,Não
4210605,Não,Não,Não,Sim,Não,Sim,Não
4210704,-,-,-,-,-,-,-
4210803,Não,Não,Não,Sim,Não,Sim,Não
4210852,-,-,-,-,-,-,-
4210902,Não,Não,Não,Sim,Não,Não,Não
4211009,Sim,Não,Não,Sim,Não,Não,Não
4211058,Não,Não,Não,Sim,Não,Não,Não
4211108,Não,Não,Não,Sim,Não,Não,Não
4211207,Não,Não,Não,Sim,Não,Não,Não
4211256,Não,Não,Não,Sim,Não,Não,Não
4211306,Sim,Não,Sim,Sim,Não,Sim,Sim
4211405,Não,Não,Não,Sim,Não,Não,Não
4211454,Não,Não,Não,Sim,Não,Não,Não
4211504,-,-,-,-,-,-,-
4211603,Não,Não,Não,Sim,Não,Sim,Não
4211652,-,-,-,-,-,-,-
4211702,Não,Não,Não,Sim,Não,Não,Não
4211751,Não,Não,Não,Sim,Não,Sim,Não
4211801,-,-,-,-,-,-,-
4211850,-,-,-,-,-,-,-
4211876,-,-,-,-,-,-,-
4211892,-,-,-,-,-,-,-
4211900,Não,Não,Não,Sim,Não,Não,Não
4212007,Não,Não,Não,Sim,Não,Não,Não
4212056,-,-,-,-,-,-,-
4212106,Não,Não,Não,Sim,Não,Não,Não
4212205,Não,Não,Não,Sim,Não,Sim,Não
4212239,Não,Não,Não,Sim,Não,Não,Não
4212254,Não,Não,Não,Sim,Não,Não,Não
4212270,Não,Não,Não,Sim,Não,Sim,Não
4212304,Não,Não,Não,Sim,Não,Não,Não
4212403,Não,Não,Não,Sim,Não,Sim,Não
4212502,Não,Não,Não,Sim,Não,Não,Não
4212601,Não,Não,Não,Sim,Não,Não,Não
4212650,Sim,Não,Não,Sim,Não,Sim,Não
4212700,Não,Não,Não,Sim,Não,Não,Não
4212809,Não,Não,Sim,Sim,Não,Sim,Não
4212908,Não,Não,Sim,Sim,Não,Não,Não
4213005,Não,Não,Não,Sim,Não,Não,Não
4213104,Não,Não,Não,Sim,Não,Não,Não
4213153,-,-,-,-,-,-,-
4213203,Não,Não,Não,Sim,Não,Sim,Não
4213302,Não,Não,Não,Sim,Não,Não,Não
4213351,-,-,-,-,-,-,-
4213401,Não,Não,Não,Sim,Não,Não,Não
4213500,Sim,Não,Sim,Sim,Não,Sim,Não
4213609,Sim,Não,Não,Sim,Não,Sim,Não
4213708,Não,Não,Não,Sim,Não,Sim,Não
4213807,Não,Não,Não,Sim,Não,Não,Não
4213906,Não,Não,Não,Sim,Não,Não,Não
4214003,Não,Não,Não,Sim,Não,Sim,Não
4214102,Não,Não,Não,Sim,Não,Não,Não
4214151,Não,Não,Não,Sim,Não,Não,Não
4214201,Não,Não,Não,Sim,Não,Não,Não
4214300,Não,Não,Não,Sim,Não,Sim,Não
4214409,Não,Não,Não,Sim,Não,Não,Não
4214508,Não,Não,Não,Sim,Não,Não,Não
4214607,Não,Não,Não,Sim,Não,Sim,Não
4214706,Não,Não,Não,Sim,Não,Sim,Não
4214805,Não,Não,Sim,Sim,Não,Não,Não
4214904,Não,Não,Não,Sim,Não,Não,Não
4215000,Não,Não,Não,Sim,Não,Não,Não
4215059,Não,Não,Não,Sim,Não,Não,Não
4215075,Não,Não,Não,Sim,Não,Não,Não
4215109,Não,Não,Não,Sim,Não,Não,Não
4215208,Não,Não,Não,Sim,Não,Não,Não
4215307,Não,Não,Não,Sim,Não,Não,Não
4215356,Não,Não,Não,Sim,Não,Não,Não
4215406,-,-,-,-,-,-,-
4215455,Não,Não,Não,Não,Não,Sim,Não
4215505,Não,Não,Não,Não,Não,Sim,Não
4215554,-,-,-,-,-,-,-
4215604,Não,Não,Não,Sim,Não,Não,Não
4215653,Não,Não,Não,Sim,Não,Não,Não
4215679,Não,Não,Não,Sim,Não,Não,Não
4215687,-,-,-,-,-,-,-
4215695,Não,Não,Não,Sim,Não,Sim,Não
4215703,Não,Não,Não,Sim,Não,Sim,Não
4215752,Não,Não,Não,Sim,Não,Sim,Não
4215802,Não,Não,Não,Sim,Não,Não,Não
4215901,Não,Não,Não,Sim,Não,Não,Não
4216008,Não,Não,Não,Sim,Não,Não,Não
4216057,Não,Não,Não,Não,Não,Sim,Não
4216107,Não,Não,Não,Sim,Não,Não,Não
4216206,Sim,Não,Sim,Sim,Não,Sim,Não
4216255,Não,Não,Não,Sim,Não,Sim,Não
4216305,Não,Não,Não,Sim,Não,Não,Não
4216354,Sim,Não,Não,Sim,Não,Não,Não
4216404,Não,Não,Não,Sim,Não,Não,Não
4216503,Não,Não,Não,Sim,Não,Sim,Não
4216602,Não,Não,Não,Sim,Não,Sim,Não
4216701,Não,Não,Não,Sim,Não,Sim,Não
4216800,Sim,Não,Não,Sim,Não,Sim,Não
4216909,Não,Não,Sim,Sim,Não,Não,Não
4217006,Não,Não,Não,Sim,Não,Não,Não
4217105,Não,Não,Não,Sim,Não,Não,Não
4217154,Não,Não,Não,Sim,Não,Não,Não
4217204,Não,Não,Sim,Sim,Não,Não,Não
4217253,Não,Não,Não,Sim,Não,Não,Não
4217303,Não,Não,Sim,Sim,Não,Sim,Não
4217402,Não,Não,Não,Sim,Não,Sim,Não
4217501,Não,Não,Não,Sim,Não,Sim,Não
4217550,-,-,-,-,-,-,-
4217600,Não,Não,Não,Sim,Não,Não,Não
4217709,Não,Não,Não,Sim,Não,Sim,Não
4217758,-,-,-,-,-,-,-
4217808,Não,Não,Não,Sim,Não,Não,Não
4217907,Não,Não,Sim,Sim,Não,Sim,Não
4217956,-,-,-,-,-,-,-
4218004,Não,Não,Não,Sim,Não,Sim,Não
4218103,-,-,-,-,-,-,-
4218202,Não,Não,Não,Sim,Não,Sim,Não
4218251,Não,Não,Não,Sim,Não,Não,Não
4218301,Não,Não,Não,Sim,Não,Não,Não
4218350,-,-,-,-,-,-,-
4218400,-,-,-,-,-,-,-
4218509,Não,Não,Não,Sim,Não,Não,Não
4218608,Não,Não,Não,Sim,Não,Sim,Não
4218707,Não,Não,Sim,Sim,Não,Não,Não
4218756,Não,Não,Não,Sim,Não,Não,Não
4218806,Não,Não,Não,Sim,Não,Não,Não
4218855,-,-,-,-,-,-,-
4218905,Não,Não,Não,Sim,Não,Sim,Não
4218954,-,-,-,-,-,-,-
4219002,Não,Não,Não,Sim,Não,Não,Não
4219101,-,-,-,-,-,-,-
4219150,Não,Não,Não,Sim,Não,Não,Não
4219176,Não,Não,Não,Sim,Não,Não,Não
4219200,Não,Não,Não,Sim,Não,Não,Não
4219309,Não,Não,Não,Sim,Não,Não,Não
4219358,Não,Não,Não,Sim,Não,Não,Não
4219408,Não,Não,Não,Não,Não,Sim,Não
4219507,Não,Não,Sim,Sim,Não,Sim,Não
4219606,-,-,-,-,-,-,-
4219705,Não,Não,Não,Sim,Não,Não,Não
4219853,Não,Não,Não,Sim,Não,Sim,Não
4220000,-,-,-,-,-,-,-
4300034,-,-,-,-,-,-,-
4300059,Não,Não,Não,Sim,Não,Não,Não
4300109,Não,Não,Não,Sim,Não,Não,Não
4300208,Não,Não,Não,Sim,Não,Não,Não
4300307,Não,Não,Não,Sim,Não,Não,Não
4300406,Não,Não,Sim,Sim,Não,Não,Não
4300455,Não,Não,Não,Sim,Não,Não,Não
4300471,-,-,-,-,-,-,-
4300505,Não,Não,Não,Sim,Não,Não,Não
4300554,-,-,-,-,-,-,-
4300570,Não,Não,Não,Sim,Não,Não,Não
4300604,Não,Não,Não,Sim,Não,Sim,Não
4300638,-,-,-,-,-,-,-
4300646,Não,Não,Não,Sim,Não,Não,Não
4300661,Não,Não,Não,Sim,Não,Não,Não
4300703,Não,Não,Não,Sim,Não,Não,Não
4300802,Não,Não,Não,Sim,Não,Não,Não
4300851,Não,Não,Não,Sim,Não,Não,Não
4300877,Não,Não,Não,Sim,Não,Não,Não
4300901,Não,Não,Não,Sim,Não,Não,Não
4301008,Não,Não,Não,Sim,Não,Não,Não
4301057,Não,Não,Não,Sim,Não,Não,Não
4301073,-,-,-,-,-,-,-
4301107,Não,Não,Não,Sim,Não,Não,Não
4301206,Não,Não,Não,Sim,Não,Não,Não
4301305,Não,Não,Sim,Sim,Não,Não,Não
4301404,Não,Não,Não,Sim,Não,Não,Não
4301503,Não,Não,Não,Sim,Não,Não,Não
4301552,-,-,-,-,-,-,-
4301602,Não,Não,Sim,Sim,Não,Sim,Não
4301636,Não,Não,Não,Sim,Não,Não,Não
4301651,Não,Não,Não,Sim,Não,Sim,Não
4301701,Não,Não,Não,Sim,Não,Não,Não
4301750,Não,Não,Não,Sim,Não,Não,Não
4301800,Não,Não,Não,Sim,Não,Não,Não
4301859,Sim,Não,Não,Sim,Não,Não,Não
4301875,Não,Não,Não,Sim,Não,Não,Não
4301909,Não,Não,Não,Sim,Não,Sim,Não
4301925,-,-,-,-,-,-,-
4301958,Não,Não,Não,Sim,Não,Não,Não
4302006,Não,Não,Não,Sim,Não,Não,Não
4302055,Não,Não,Não,Sim,Não,Não,Não
4302105,Não,Não,Não,Sim,Não,Sim,Não
4302154,Não,Não,Não,Sim,Não,Não,Não
4302204,Não,Não,Não,Sim,Não,Não,Não
4302220,-,-,-,-,-,-,-
4302238,-,-,-,-,-,-,-
4302253,Não,Não,Não,Sim,Não,Não,Não
4302303,Não,Não,Não,Sim,Não,Sim,Não
4302352,Não,Não,Não,Sim,Não,Não,Não
4302378,Não,Não,Não,Sim,Não,Não,Não
4302402,Não,Não,Não,Sim,Não,Sim,Não
4302451,Não,Não,Não,Sim,Não,Sim,Não
4302501,Não,Não,Não,Sim,Não,Sim,Não
4302584,-,-,-,-,-,-,-
4302600,-,-,-,-,-,-,-
4302659,Não,Não,Não,Sim,Não,Não,Não
4302709,Não,Não,Não,Sim,Não,Não,Não
4302808,Não,Não,Sim,Sim,Não,Não,Não
4302907,Não,Não,Não,Sim,Não,Não,Não
4303004,Não,Não,Não,Sim,Não,Não,Não
4303103,Não,Não,Não,Sim,Não,Não,Não
4303202,Não,Não,Não,Sim,Não,Não,Não
4303301,Não,Não,Não,Sim,Não,Não,Não
4303400,Não,Não,Não,Sim,Não,Não,Não
4303509,Não,Não,Não,Sim,Não,Não,Não
4303558,-,-,-,-,-,-,-
4303608,Não,Não,Não,Sim,Não,Não,Não
4303673,-,-,-,-,-,-,-
4303707,Não,Não,Não,Sim,Não,Sim,Não
4303806,Não,Não,Não,Sim,Não,Sim,Não
4303905,Não,Não,Não,Sim,Não,Não,Não
4304002,-,-,-,-,-,-,-
4304101,Não,Não,Não,Sim,Não,Não,Não
4304200,Não,Não,Não,Sim,Não,Sim,Não
4304309,Não,Não,Não,Sim,Não,Sim,Não
4304358,-,-,-,-,-,-,-
4304408,Não,Não,Não,Sim,Não,Não,Não
4304507,Não,Não,Não,Sim,Não,Sim,Não
4304606,Não,Sim,Não,Sim,Sim,Não,Não
4304614,Não,Não,Não,Sim,Não,Não,Não
4304622,-,-,-,-,-,-,-
4304630,Não,Não,Não,Sim,Não,Não,Não
4304655,Não,Não,Sim,Não,Não,Não,Não
4304663,Não,Não,Não,Sim,Não,Sim,Não
4304671,Não,Não,Não,Sim,Não,Não,Não
4304689,Não,Não,Não,Sim,Não,Não,Não
4304697,Não,Não,Não,Sim,Não,Não,Não
4304705,Não,Não,Não,Sim,Não,Sim,Não
4304713,Não,Não,Não,Sim,Não,Não,Não
4304804,Não,Não,Não,Sim,Não,Não,Não
4304853,Não,Não,Não,Sim,Não,Não,Não
4304903,Não,Não,Não,Sim,Não,Não,Não
4304952,Não,Não,Não,Sim,Não,Sim,Não
4305009,Não,Não,Não,Sim,Não,Não,Não
4305108,Não,Não,Não,Sim,Não,Sim,Sim
4305116,Não,Não,Não,Sim,Não,Não,Não
4305124,Não,Não,Não,Sim,Não,Não,Não
4305132,Não,Não,Não,Sim,Não,Não,Não
4305157,Não,Não,Não,Sim,Não,Não,Não
4305173,Não,Não,Não,Sim,Não,Não,Não
4305207,Sim,Não,Não,Sim,Não,Sim,Não
4305306,Não,Não,Não,Não,Não,Sim,Não
4305355,Não,Não,Não,Sim,Não,Sim,Não
4305371,Não,Não,Não,Sim,Não,Não,Não
4305405,Não,Não,Não,Sim,Não,Não,Não
4305439,Não,Não,Não,Sim,Não,Não,Não
4305447,-,-,-,-,-,-,-
4305454,Não,Não,Não,Sim,Não,Não,Não
4305504,-,-,-,-,-,-,-
4305587,Não,Não,Não,Sim,Não,Não,Não
4305603,-,-,-,-,-,-,-
4305702,Não,Não,Não,Não,Não,Sim,Não
4305801,Não,Não,Não,Sim,Não,Não,Não
4305835,Não,Não,Não,Sim,Não,Não,Não
4305850,-,-,-,-,-,-,-
4305871,-,-,-,-,-,-,-
4305900,-,-,-,-,-,-,-
4305934,Não,Não,Não,Sim,Não,Não,Não
4305959,Não,Não,Não,Sim,Não,Não,Não
4305975,Não,Não,Não,Sim,Não,Sim,Não
4306007,Não,Não,Não,Sim,Não,Sim,Não
4306056,Não,Não,Não,Sim,Não,Sim,Não
4306072,Não,Não,Não,Sim,Não,Não,Não
4306106,Não,Não,Sim,Sim,Não,Sim,Não
4306130,-,-,-,-,-,-,-
4306205,Sim,Não,Não,Sim,Não,Não,Não
4306304,Não,Não,Não,Sim,Não,Não,Não
4306320,Não,Não,Não,Sim,Não,Sim,Não
4306353,-,-,-,-,-,-,-
4306379,-,-,-,-,-,-,-
4306403,Não,Não,Não,Sim,Não,Sim,Não
4306429,Não,Não,Não,Sim,Não,Não,Não
4306452,Não,Não,Não,Sim,Não,Não,Não
4306502,Não,Não,Não,Sim,Não,Sim,Não
4306551,Não,Não,Não,Sim,Não,Não,Não
4306601,Não,Não,Sim,Sim,Não,Não,Não
4306700,Não,Não,Não,Sim,Não,Não,Não
4306734,Não,Não,Não,Sim,Não,Não,Não
4306759,Não,Não,Não,Sim,Não,Não,Não
4306767,Não,Não,Não,Sim,Não,Não,Não
4306809,Não,Não,Não,Sim,Não,Não,Não
