CodMun,AtingidoPorSeca_4a,AtingidoPorAlagam_4a,AtingidoPorErosao_4a,AtingidoPorEnchente_4a,AtingidoPorEnxurrada_4a,AtingidoPorDeslizam_4a
4126504,Não,Não,Sim,Não,Sim,Não
4126603,Não,Sim,Não sabe,Sim,Sim,Não
4126652,Não,Sim,Não,Sim,Sim,Sim
4126678,Não,Não,Sim,Não,Sim,Sim
4126702,Não,Não,Sim,Não,Não,Não
4126801,Não sabe,Sim,Sim,Não,Sim,Não
4126900,Não sabe,Não sabe,Sim,Não,Não,Não sabe
4127007,Sim,Sim,Sim,Sim,Não,Sim
4127106,Não,Sim,Sim,Sim,Sim,Sim
4127205,Não,Não,Sim,Não,Sim,Não
4127304,Não,Não,Sim,Sim,Não,Não
4127403,Não,Não,Não,Não,Não,Não
4127502,Não,Não,Não,Não,Não,Não
4127601,Não,Não sabe,Não sabe,Não sabe,Não,Não
4127700,Não,Sim,Não,Sim,Não sabe,Não
4127809,Não,Sim,Não,Não,Não,Não
4127858,Não,Sim,Não,Sim,Sim,Sim
4127882,Não,Não,Não,Não,Não,Não
4127908,Não,Não,Sim,Sim,Não,Não
4127957,Não,Não,Sim,Não,Não,Não
4127965,Não,Sim,Sim,Sim,Não,Não
4128005,Não,Não,Não,Não,Sim,Não
4128104,Não,Sim,Sim,Sim,Sim,Sim
4128203,Sim,Sim,Não,Sim,Sim,Não
4128302,Não,Não,Sim,Não,Sim,Não
4128401,Não,Não,Não,Não,Não,Não
4128500,Não,Não,Não,Não,Sim,Não
4128534,Não,Não,Sim,Não,Sim,Sim
4128559,Não,Não,Não,Não,Não,Não
4128609,Sim,Não,Não,Não,Não,Não
4128625,Não,Não,Não,Não,Não,Sim
4128633,Não,Não,Não,Não,Não,Não
4128658,Não,Sim,Não,Não,Sim,Não
4128708,Não,Não,Não,Não,Sim,Não
4128807,Não,Sim,Sim,Sim,Sim,Sim
4200051,Sim,Sim,Não,Sim,Sim,Não
4200101,Não,Sim,Não,Sim,Sim,Não
4200200,Sim,Sim,Sim,Sim,Sim,Não
4200309,Sim,Sim,Sim,Sim,Sim,Sim
4200408,Não,Sim,Não,Não,Não,Sim
4200507,Sim,Sim,Sim,Sim,Sim,Sim
4200556,Sim,Não,Sim,Não,Não,Não
4200606,Não,Não,Não,Não,Sim,Sim
4200705,Sim,Sim,Sim,Sim,Sim,Sim
4200754,Não,Não,Não,Não,Sim,Sim
4200804,Não,Não,Não,Sim,Não,Não
4200903,Não,Sim,Não sabe,Sim,Sim,Sim
4201000,Não,Sim,Não,Sim,Sim,Não
4201109,Não,Não,Não,Sim,Sim,Sim
4201208,Não,Sim,Sim,Sim,Sim,Não
4201257,Não,Sim,Sim,Sim,Sim,Sim
4201273,Sim,Sim,Não,Sim,Sim,Sim
4201307,Não,Sim,Sim,Sim,Não,Não
4201406,Sim,Sim,Sim,Sim,Não,Não
4201505,Não,Não,Não,Sim,Não,Não
4201604,Não,Não,Não,Não,Não,Não
4201653,Não,Sim,Sim,Sim,Sim,Não
4201703,Não sabe,Sim,Não,Sim,Sim,Sim
4201802,Não,Sim,Sim,Sim,Sim,Não
4201901,Não,Sim,Não,Sim,Não,Sim
4201950,Não,Sim,Não,Não,Sim,Não
4202008,Não,Sim,Não sabe,Sim,Sim,Sim
4202057,Não,Sim,Sim,Sim,Sim,Não
4202073,Não,Não,Não,Sim,Sim,Não
4202081,Não,Não,Sim,Não,Não,Não
4202099,Não,Não,Não,Sim,Não,Não
4202107,Não,Sim,Sim,Sim,Sim,Não
4202131,Não,Não sabe,Não sabe,Não,Não,Não sabe
4202156,Não,Não,Não,Não,Não,Não
4202206,Não,Sim,Não,Sim,Sim,Não
4202305,Não,Sim,Não,Não,Sim,Não
4202404,Não,Sim,Não,Sim,Sim,Sim
4202438,Sim,Sim,Não,Sim,Sim,Sim
4202453,Sim,Sim,Sim,Sim,Sim,Sim
4202503,Não,Sim,Não,Sim,Sim,Não
4202537,Não,Não,Não,Não,Não,Não
4202578,Sim,Sim,Não,Sim,Sim,Não
4202602,Não,Sim,Não,Não,Não,Não
4202701,Não,Sim,Sim,Sim,Sim,Sim
4202800,Não,Sim,Não,Sim,Sim,Sim
4202859,Não,Não,Não,Sim,Sim,Sim
4202875,Não,Sim,Não,Sim,Sim,Não
4202909,Não,Sim,Sim,Sim,Sim,Sim
4203006,Não,Sim,Não,Sim,Não,Não
4203105,Não,Sim,Não,Sim,Sim,Não
4203154,Não,Não,Não,Não,Sim,Não
4203204,Não,Sim,Não sabe,Não,Sim,Sim
4203253,Não,Não,Não,Sim,Sim,Não
4203303,Não,Sim,Não,Sim,Sim,Não
4203402,Não,Sim,Não,Não,Não,Não
4203501,Não,Sim,Não,Não,Sim,Não
4203600,Sim,Sim,Não,Sim,Sim,Sim
4203709,Não,Sim,Sim,Não,Sim,Não sabe
4203808,Sim,Sim,Não,Sim,Sim,Sim
4203907,Não,Sim,Sim,Sim,Sim,Sim
4203956,Sim,Sim,Não,Sim,Sim,Não
4204004,Não,Sim,Não,Não,Não,Não
4204103,Sim,Sim,Não,Não,Sim,Não
4204152,Não,Não,Sim,Não,Sim,Não
4204178,Não,Não,Não,Não,Sim,Não
4204194,Sim,Sim,Não,Não,Sim,Sim
4204202,Sim,Sim,Não,Sim,Sim,Não
4204251,Sim,Sim,Não,Sim,Não,Não
4204301,Sim,Sim,Não,Sim,Sim,Sim
4204350,Não,Sim,Não,Não,Sim,Não
4204400,Não,Sim,Não,Sim,Sim,Não
4204459,Não,Não,Não,Não,Sim,Não
4204509,Não,Sim,Sim,Sim,Sim,Sim
4204558,Não,Sim,Não,Sim,Sim,Não
4204608,Não,Sim,Não,Sim,Sim,Sim
4204707,Não,Sim,Sim,Não,Sim,Não
4204756,Não,Sim,Não,Não,Sim,Não
4204806,Não,Sim,Não,Não,Não,Não
4204905,Não,Não,Não,Não,Sim,Não
4205001,Não,Sim,Não,Não,Sim,Não
4205100,Não,Sim,Sim,Não,Sim,Sim
4205159,Não,Sim,Não,Sim,Não,Não
4205175,Não,Sim,Não,Sim,Sim,Não
4205191,Não,Não,Não,Não,Não,Não
4205209,Não,Sim,Sim,Sim,Não,Sim
4205308,Sim,Não,Não,Não,Não,Não
4205357,Não,Não,Não,Não,Sim,Não
4205407,Não,Sim,Sim,Não,Sim,Sim
4205431,Não,Não,Não,Não,Não,Não
4205456,Sim,Sim,Não,Sim,Não,Não
4205506,Não,Sim,Não,Sim,Sim,Não
4205555,Não,Não,Não,Sim,Sim,Não
4205605,Não,Sim,Não,Sim,Não,Não
4205704,Não,Sim,Sim,Sim,Não,Não
4205803,Não,Sim,Sim,Não,Sim,Não
4205902,Não,Sim,Não,Não,Não,Não
4206009,Não,Sim,Não,Sim,Sim,Não
4206108,Não,Sim,Sim,Sim,Sim,Sim
4206207,Não,Sim,Não,Não,Sim,Não
4206306,Não,Não,Não,Não,Sim,Não
4206405,Não,Sim,Não,Sim,Não,Sim
4206504,Não,Sim,Não,Sim,Sim,Sim
4206603,Sim,Não,Não,Não,Não,Não
4206652,Não,Sim,Sim,Sim,Não,Não
4206702,Não,Sim,Não,Sim,Não,Não
4206751,Sim,Não,Não,Não,Não,Não
4206801,Não,Não,Não,Não,Sim,Sim
4206900,Não,Sim,Sim,Sim,Sim,Sim
4207007,Não,Sim,Não,Sim,Sim,Não
4207106,Não,Sim,Não,Sim,Sim,Sim
4207205,Não,Não,Não,Não,Sim,Não
4207304,Não,Sim,Sim,Não,Não,Sim
4207403,Não,Sim,Sim,Não,Sim,Sim
4207502,Não,Não,Não,Sim,Sim,Sim
4207577,Não,Não,Não,Sim,Não,Não
4207601,Não,Sim,Não,Sim,Sim,Sim
4207650,Não,Não,Não,Sim,Sim,Não
4207684,Não,Não,Sim,Sim,Sim,Não
4207700,Não,Não,Não,Não,Sim,Sim
4207759,Não,Sim,Não,Sim,Não,Não
4207809,Não,Sim,Não,Não,Não,Não
4207858,Sim,Não,Não,Sim,Sim,Não
4207908,Não,Não,Não,Sim,Sim,Não
4208005,Não,Não,Não,Sim,Não,Sim
4208104,Não,Não,Sim,Não,Sim,Sim
4208203,Não,Sim,Sim,Sim,Sim,Sim
4208302,Não,Sim,Não,Sim,Sim,Sim
4208401,Não,Sim,Sim,Sim,Sim,Sim
4208450,Não,Sim,Sim,Não,Não,Não
4208500,Sim,Sim,Sim,Sim,Sim,Sim
4208609,Não,Sim,Não,Não,Sim,Sim
4208708,Não,Sim,Não,Sim,Sim,Não
4208807,Não sabe,Sim,Não sabe,Sim,Sim,Não sabe
4208906,Não,Sim,Não,Sim,Sim,Sim
4208955,Não,Não,Não,Não,Não,Não
4209003,Não,Sim,Não,Sim,Sim,Sim
4209102,Não,Sim,Sim,Sim,Sim,Sim
4209151,Não,Sim,Não,Sim,Sim,Sim
4209177,Não,Não,Não,Não,Não,Não
4209201,Não sabe,Sim,Não,Sim,Sim,Sim
4209300,Não,Sim,Não,Sim,Sim,Sim
4209409,Não sabe,Sim,Não,Não,Não,Sim
4209458,Não,Não,Não,Não,Sim,Não
4209508,Sim,Sim,Sim,Sim,Sim,Sim
4209607,Não,Não,Sim,Não,Sim,Sim
4209706,Não,Sim,Não,Sim,Sim,Sim
4209805,Não,Sim,Sim,Não,Sim,Sim
4209854,Sim,Não,Não,Não,Não,Não
4209904,Não,Sim,Não sabe,Sim,Sim,Sim
4210001,Não,Sim,Não,Não,Não,Não
4210035,Não,Não,Não,Sim,Sim,Sim
4210050,Não,Sim,Não,Não,Não,Não
4210100,Não,Sim,Sim,Sim,Sim,Sim
4210209,Não,Sim,Não,Sim,Sim,Sim
4210308,Não,Sim,Não,Sim,Não,Não
4210407,Não,Sim,Não,Não,Sim,Não
4210506,Não,Sim,Não,Sim,Sim,Não
4210555,Não,Sim,Não,Não,Sim,Não
4210605,Não,Sim,Não,Sim,Não,Não
4210704,Não,Não,Não,Não,Sim,Não
4210803,Sim,Sim,Sim,Sim,Sim,Não sabe
4210852,Não,Sim,Sim,Sim,Sim,Sim
4210902,Sim,Sim,Sim,Sim,Não,Sim
4211009,Não,Sim,Não,Sim,Não,Não
4211058,Não,Não,Não,Não,Não,Não
4211108,Não,Sim,Não,Sim,Não,Não
4211207,Sim,Sim,Sim,Sim,Sim,Não
4211256,Não sabe,Sim,Não,Não sabe,Sim,Sim
4211306,Não,Sim,Não,Não,Sim,Sim
4211405,Não,Não,Não,Sim,Não,Não
4211454,Não,Sim,Não,Sim,Sim,Sim
4211504,Não,Sim,Sim,Sim,Sim,Sim
4211603,Sim,Sim,Não,Sim,Não,Não
4211652,Não,Não,Não,Sim,Não,Não
4211702,Não,Sim,Sim,Não,Sim,Sim
4211751,Não,Sim,Não,Sim,Não,Não
4211801,Não,Sim,Não,Sim,Sim,Sim
4211850,Não,Não,Não,Não,Sim,Não
4211876,Não,Não,Não,Não,Sim,Sim
4211892,Não,Não,Não,Não,Não,Não
4211900,Não,Sim,Sim,Sim,Sim,Sim
4212007,Sim,Não,Sim,Não,Sim,Não
4212056,Não,Sim,Não,Sim,Sim,Não
4212106,Não,Sim,Sim,Sim,Sim,Sim
4212205,Sim,Sim,Não sabe,Sim,Sim,Sim
4212239,Não,Não,Não,Não,Não,Não
4212254,Não,Sim,Não,Sim,Sim,Não
4212270,Não,Sim,Não,Sim,Sim,Não
4212304,Não,Não,Não,Não,Não,Não sabe
4212403,Não,Sim,Não,Não,Sim,Sim
4212502,Não,Sim,Não,Sim,Sim,Não
4212601,Não,Sim,Não,Não,Sim,Sim
4212650,Não,Não,Não,Sim,Sim,Não
4212700,Sim,Sim,Sim,Sim,Sim,Sim
4212809,Não,Não,Não,Não,Não,Não
4212908,Sim,Sim,Não,Não,Sim,Não
4213005,Não,Não,Não,Sim,Sim,Sim
4213104,Não,Sim,Não,Sim,Sim,Sim
4213153,Não sabe,Não,Não,Sim,Não,Sim
4213203,Não,Sim,Sim,Não,Não,Não
4213302,Não sabe,Sim,Não,Sim,Sim,Sim
4213351,Não,Não,Sim,Não,Sim,Sim
4213401,Não,Sim,Não,Sim,Sim,Sim
4213500,Não,Sim,Sim,Sim,Sim,Sim
4213609,Não,Sim,Não sabe,Sim,Sim,Sim
4213708,Não,Sim,Não,Sim,Sim,Sim
4213807,Não,Não,Não,Não,Não,Não
4213906,Não,Sim,Não,Sim,Sim,Sim
4214003,Sim,Sim,Não sabe,Sim,Sim,Sim
4214102,Não,Não,Não,Não,Sim,Sim
4214151,Não,Não,Não,Não,Sim,Não
4214201,Sim,Sim,Não,Sim,Sim,Não
4214300,Não,Sim,Sim,Sim,Sim,Sim
4214409,Não,Não sabe,Não,Sim,Sim,Não
4214508,Não,Sim,Não,Sim,Não,Não
4214607,Não,Sim,Não,Sim,Sim,Não
4214706,Não,Sim,Não,Sim,Sim,Sim
4214805,Não,Sim,Sim,Sim,Sim,Sim
4214904,Não,Não,Não,Não,Sim,Sim
4215000,Não,Sim,Sim,Sim,Sim,Sim
4215059,Não,Sim,Não,Sim,Não,Não
4215075,Não,Sim,Não,Não,Sim,Não
4215109,Não,Sim,Sim,Não,Sim,Sim
4215208,Não,Sim,Não,Não,Sim,Não
4215307,Não,Não,Não,Não,Não,Sim
4215356,Não,Não,Não,Não,Sim,Não
4215406,Não,Não,Sim,Não,Sim,Sim
4215455,Não,Não,Não,Não,Não,Não
4215505,Não,Não,Não,Sim,Sim,Não
4215554,Não,Não,Sim,Não,Sim,Não
4215604,Não,Não,Não,Não,Não,Não
4215653,Não,Sim,Não,Sim,Sim,Não
4215679,Não,Sim,Não,Não,Sim,Sim
4215687,Não,Não,Não,Sim,Sim,Não
4215695,Sim,Não,Não,Sim,Sim,Não
4215703,Não,Sim,Sim,Não,Sim,Sim
4215752,Sim,Não,Não,Sim,Sim,Não
4215802,Não,Sim,Não,Sim,Sim,Sim
4215901,Não,Sim,Não,Sim,Sim,Sim
4216008,Não,Sim,Não,Sim,Sim,Sim
4216057,Não,Sim,Não,Não,Não,Não
4216107,Sim,Sim,Não,Sim,Sim,Sim
4216206,Não,Sim,Não,Não,Não,Sim
4216255,Não,Não,Sim,Sim,Sim,Sim
4216305,Não,Sim,Sim,Sim,Sim,Sim
4216354,Não,Sim,Não,Sim,Sim,Não
4216404,Não,Sim,Não,Sim,Não,Não
4216503,Não,Não,Não,Não,Sim,Sim
4216602,Não,Sim,Sim,Não,Não,Não
4216701,Não,Sim,Não,Não,Sim,Não
4216800,Não,Sim,Não,Sim,Sim,Sim
4216909,Sim,Não,Não,Não,Sim,Não sabe
4217006,Não,Sim,Não sabe,Sim,Não sabe,Não sabe
4217105,Não,Não,Não,Não,Não,Não
4217154,Não,Não,Não sabe,Não,Sim,Não
4217204,Sim,Sim,Não,Sim,Sim,Não
4217253,Não,Sim,Não,Não,Não,Não
4217303,Não,Sim,Não,Sim,Sim,Sim
4217402,Não,Sim,Não,Sim,Sim,Sim
4217501,Sim,Sim,Não,Sim,Sim,Sim
4217550,Não,Não,Sim,Não,Sim,Não
4217600,Sim,Sim,Não,Não,Sim,Não
4217709,Não,Sim,Não,Sim,Não,Não
4217758,Sim,Não,Sim,Não,Não,Não
4217808,Não,Sim,Sim,Sim,Sim,Sim
4217907,Não sabe,Sim,Sim,Sim,Sim,Sim
4217956,Não,Não,Não,Não,Não,Não
4218004,Não,Sim,Sim,Sim,Sim,Não
4218103,Não,Sim,Não,Sim,Sim,Não
4218202,Não,Não,Não,Sim,Não,Não
4218251,Não,Sim,Não,Sim,Sim,Não
4218301,Sim,Sim,Não,Sim,Sim,Não
4218350,Não,Não,Não,Não,Não,Não
4218400,Não,Sim,Não,Sim,Sim,Não
4218509,Não,Não,Não,Não,Não,Não
4218608,Não,Não,Não,Sim,Não,Não
4218707,Não,Sim,Não,Não,Não,Sim
4218756,Não,Não,Não,Não,Sim,Sim
4218806,Não,Não,Não,Não,Não,Não
4218855,Não,Não,Não,Sim,Não,Não
4218905,Não,Sim,Sim,Sim,Sim,Sim
4218954,Não,Sim,Não,Não,Não,Não
4219002,Não,Não,Não,Não,Não,Não
4219101,Sim,Sim,Não,Não,Não,Sim
4219150,Não,Sim,Não,Sim,Sim,Não sabe
4219176,Não,Sim,Não,Sim,Não,Não
4219200,Sim,Não,Sim,Não,Sim,Sim
4219309,Não sabe,Sim,Sim,Sim,Sim,Sim
4219358,Não,Sim,Não,Sim,Sim,Sim
4219408,Não sabe,Sim,Não,Sim,Sim,Sim
4219507,Não,Sim,Não,Não,Sim,Não
4219606,Não,Sim,Não sabe,Não sabe,Não,Sim
4219705,Sim,Sim,Sim,Sim,Sim,Não
4219853,Não,Não,Não,Não,Não,Não
4220000,Não,Sim,Sim,Não,Não,Não
4300034,Sim,Não,Não,Não,Não,Não
4300059,Não,Não,Não,Não,Não,Não
4300109,Não,Sim,Não,Sim,Sim,Não
4300208,Não,Sim,Não,Não,Não,Não
4300307,Não,Sim,Sim,Sim,Sim,Não
4300406,Não,Sim,Não,Sim,Sim,Não
4300455,Não,Sim,Não,Sim,Sim,Não
4300471,Não,Não,Não,Não,Não,Não
4300505,Não,Sim,Sim,Sim,Sim,Sim
4300554,Não,Não,Não,Não,Sim,Não sabe
4300570,Não,Não,Não,Não,Não,Não
4300604,Não,Sim,Não,Sim,Sim,Não
4300638,Não,Sim,Não,Sim,Sim,Não
4300646,Não,Não,Não sabe,Sim,Não,Não
4300661,Sim,Não,Não,Não,Não,Não
4300703,Não,Sim,Sim,Sim,Sim,Sim
4300802,Não,Não,Não,Não,Não,Não
4300851,Sim,Sim,Sim,Sim,Sim,Não
4300877,Não,Não,Não sabe,Sim,Não,Não
4300901,Não,Não,Não,Não,Não,Não
4301008,Não,Sim,Não,Sim,Sim,Sim
4301057,Não,Não,Sim,Não,Sim,Não
4301073,Não,Não,Não,Não,Não,Não
4301107,Não,Sim,Não,Sim,Não,Não
4301206,Não,Sim,Não,Sim,Sim,Não
4301305,Sim,Sim,Não,Sim,Sim,Não
4301404,Não,Não,Não,Não,Não,Não
4301503,Não,Não,Não,Sim,Não,Não
4301552,Sim,Sim,Não sabe,Sim,Não,Não
4301602,Não,Sim,Sim,Sim,Sim,Sim
4301636,Não,Sim,Não,Sim,Não,Não
4301651,Não,Sim,Não,Não,Não,Sim
4301701,Não,Não,Não,Sim,Não,Sim
4301750,Não,Sim,Sim,Sim,Sim,Não sabe
4301800,Não,Não,Não,Não,Não,Não
4301859,Não,Sim,Sim,Sim,Sim,Não
4301875,Não sabe,Não,Sim,Sim,Sim,Não
4301909,Não,Sim,Sim,Não,Sim,Não
4301925,Não,Sim,Não,Não sabe,Sim,Não
4301958,Não,Não,Não,Não,Não,Não
4302006,Não,Sim,Não,Não,Não,Não
4302055,Não,Não,Não,Não,Não,Não
4302105,Não,Não,Sim,Não,Sim,Sim
4302154,Não,Não,Não,Não,Sim,Não
4302204,Não,Sim,Não,Sim,Sim,Não
4302220,Não,Não,Não,Não,Não,Não
4302238,Não,Não,Não,Sim,Não,Não
4302253,Não,Não,Não,Não,Não,Sim
4302303,Não,Sim,Não,Não,Sim,Sim
4302352,Sim,Sim,Sim,Sim,Sim,Sim
4302378,Não,Não,Não sabe,Sim,Sim,Não
4302402,Não,Sim,Não,Sim,Sim,Sim
4302451,Não,Não,Não,Não,Não,Não
4302501,Não,Não sabe,Não,Não sabe,Sim,Não
4302584,Não,Não,Não,Não,Não,Não
4302600,Não,Sim,Não,Sim,Sim,Não
4302659,Não,Sim,Não,Sim,Sim,Não
4302709,Não,Não,Não,Não,Sim,Não
4302808,Não,Sim,Não sabe,Não,Sim,Não
4302907,Não,Sim,Sim,Sim,Não,Não
4303004,Sim,Sim,Não,Sim,Sim,Não
4303103,Não,Sim,Sim,Sim,Sim,Não
4303202,Sim,Não,Não,Não,Não,Não
4303301,Não,Sim,Não,Sim,Sim,Não
4303400,Não,Sim,Não,Sim,Sim,Não
4303509,Sim,Sim,Não,Sim,Sim,Não
4303558,Não,Sim,Não,Sim,Sim,Não
4303608,Não,Não,Não,Não,Sim,Não
4303673,Sim,Não,Não,Não,Não,Não
4303707,Não,Sim,Não,Sim,Sim,Não sabe
4303806,Não,Sim,Não,Sim,Sim,Não
4303905,Não,Sim,Não,Sim,Não,Sim
4304002,Não,Sim,Não,Não,Sim,Não
4304101,Sim,Não,Não,Não,Não,Não
4304200,Não,Sim,Sim,Não,Sim,Sim
4304309,Não,Sim,Sim,Sim,Sim,Não
4304358,Sim,Sim,Sim,Não,Não,Não
4304408,Não,Sim,Não,Não,Não,Sim
4304507,Sim,Sim,Não sabe,Sim,Não,Não
4304606,Não,Sim,Não,Sim,Sim,Não
4304614,Não,Não,Não,Não,Não,Não
4304622,Não,Não,Não,Não,Não,Não
4304630,Não,Sim,Não,Não,Sim,Não
4304655,Não,Não,Não,Não,Não,Não
4304663,Não,Sim,Sim,Não,Não,Não
4304671,Não,Não,Não,Não sabe,Sim,Não
4304689,Não,Sim,Sim,Sim,Sim,Não
4304697,Não,Não,Não,Não,Não,Não
4304705,Não,Sim,Não,Não,Não,Não
4304713,Não,Não,Não,Sim,Sim,Não
4304804,Não,Sim,Não,Não,Não,Sim
4304853,Não sabe,Não sabe,Não sabe,Não,Sim,Não
4304903,Não,Não,Não,Não,Não,Não
4304952,Não,Não,Não,Não,Não,Não
4305009,Não,Não,Não,Não,Não,Não
4305108,Não,Sim,Não sabe,Não,Não,Não
4305116,Não,Não,Não,Não,Não,Não
4305124,Sim,Não,Não,Não,Sim,Não
4305132,Não,Sim,Não,Sim,Sim,Não
4305157,Não,Sim,Não,Sim,Não,Não
4305173,Não,Sim,Não,Sim,Sim,Não
4305207,Não,Sim,Não,Sim,Não,Não
4305306,Não,Sim,Não,Sim,Sim,Não
4305355,Não,Sim,Não,Sim,Sim,Não
4305371,Não,Não,Sim,Não,Sim,Sim
4305405,Não sabe,Não,Não,Não sabe,Não sabe,Não
4305439,Sim,Sim,Não,Sim,Sim,Não
4305447,Não,Sim,Não,Sim,Não,Não
4305454,Não sabe,Sim,Não,Não,Sim,Não
4305504,Não,Não,Não,Não,Sim,Não
4305587,Não,Não sabe,Não,Não,Não sabe,Não
4305603,Não,Não,Não,Não,Não,Não
4305702,Não,Não,Não,Não,Não,Não
4305801,Não,Sim,Não,Sim,Não,Não
4305835,Não,Não,Não,Não,Não,Não
4305850,Não,Não,Não,Não sabe,Não,Não
4305871,Não,Não,Não,Não,Não,Não
4305900,Não,Não,Não sabe,Sim,Sim,Não
4305934,Não,Não,Não,Não,Não,Não
4305959,Não,Sim,Sim,Sim,Sim,Sim
4305975,Não,Não,Não,Não,Não sabe,Não sabe
4306007,Não,Sim,Sim,Sim,Sim,Não
4306056,Sim,Sim,Não,Sim,Sim,Não
4306072,Sim,Sim,Não,Sim,Sim,Não
4306106,Não,Sim,Não sabe,Não,Sim,Não
4306130,Sim,Sim,Sim,Sim,Sim,Não
4306205,Não,Sim,Sim,Sim,Não sabe,Não
4306304,Não,Sim,Não,Sim,Sim,Não
4306320,Não,Não,Sim,Sim,Sim,Não
4306353,Não,Não,Não,Não,Não,Não
4306379,Não,Sim,Sim,Sim,Sim,Não
4306403,Não,Sim,Não,Não,Sim,Sim
4306429,Não,Sim,Sim,Sim,Sim,Não
4306452,Não,Não,Não sabe,Não,Não,Não
4306502,Sim,Sim,Sim,Sim,Não,Não
4306551,Não,Sim,Sim,Sim,Sim,Sim
4306601,Não,Sim,Sim,Sim,Sim,Não
4306700,Sim,Não,Não,Não,Não,Não
4306734,Não,Sim,Sim,Sim,Não,Não
4306759,Não,Não,Não,Não,Não,Não
4306767,Não,Sim,Não,Sim,Sim,Não
4306809,Não,Sim,Não,Sim,Não,Sim
4306908,Não,Sim,Não,Não,Sim,Não
4306924,Não sabe,Não,Não sabe,Sim,Não sabe,Não
4306932,Não,Sim,Não,Sim,Sim,Não
4306957,Não,Sim,Sim,Sim,Sim,Não sabe
4306973,Não,Sim,Sim,Não,Não,Não
4307005,Sim,Sim,Não sabe,Sim,Sim,Sim
4307054,Não,Não,Não,Não,Não,Não
4307104,Sim,Sim,Não,Não,Sim,Não
4307203,Não,Não sabe,Não,Não sabe,Não,Não
4307302,Sim,Não,Não,Sim,Não,Não
4307401,Não sabe,Não,Não sabe,Não,Não,Não
4307450,Não,Sim,Não,Não,Sim,Sim
4307500,Não sabe,Sim,Não,Sim,Não,Não
4307559,Não,Sim,Sim,Sim,Não,Não
4307609,Não,Sim,Sim,Sim,Não,Sim
4307708,Não,Sim,Não,Sim,Sim,Não
4307807,Não,Sim,Sim,Sim,Não,Não
4307815,Sim,Não,Não,Não,Sim,Não
4307831,Sim,Sim,Sim,Sim,Não,Não
4307864,Não,Não,Não,Não,Não,Não
4307906,Não,Não,Não,Não,Não,Sim
4308003,Não,Sim,Sim,Sim,Não,Sim
4308052,Não,Não,Não,Não,Sim,Sim
4308078,Não,Não,Não,Não,Não,Não
4308102,Não,Sim,Não,Sim,Não,Não
4308201,Não,Não,Não,Não,Não,Não
4308250,Não,Sim,Não,Sim,Sim,Não
4308300,Não,Não,Não,Não,Sim,Não
4308409,Não,Não,Não sabe,Sim,Não,Não
4308433,Não,Não,Não,Não,Não,Não
4308458,Não sabe,Não,Não,Não,Não,Não
4308508,Não sabe,Sim,Não,Sim,Sim,Não
4308607,Não,Não,Não,Sim,Sim,Não
4308656,Não,Sim,Não,Sim,Não,Não
4308706,Não sabe,Não sabe,Não sabe,Não sabe,Não,Não
4308805,Não sabe,Sim,Não sabe,Sim,Sim,Não sabe
4308854,Não,Sim,Não,Não,Não,Não
4308904,Não,Sim,Não sabe,Sim,Sim,Sim
4309001,Não,Não,Não,Não,Sim,Não
4309050,Não,Sim,Não,Sim,Sim,Não
4309100,Não,Sim,Não,Não,Sim,Sim
4309126,Não,Sim,Não,Sim,Sim,Não
4309159,Não,Não,Não,Não,Não,Não
4309209,Não,Sim,Não,Sim,Sim,Não
4309258,Não,Não,Não,Não,Não,Não
4309308,Não,Sim,Não,Sim,Sim,Não
4309407,Não,Sim,Não sabe,Sim,Sim,Sim
4309506,Não,Não sabe,Sim,Sim,Sim,Não
4309555,Não,Sim,Não,Sim,Sim,Não
4309571,Não,Não,Não,Sim,Sim,Sim
4309605,Não,Sim,Sim,Sim,Sim,Não
4309654,Não,Não,Não,Não,Não,Não
4309704,Não,Não,Não,Não,Não,Não
4309753,Não,Sim,Sim,Sim,Sim,Sim
4309803,Não,Não,Não,Não,Não,Não
4309902,Não,Não,Não,Não,Sim,Não
4309951,Não,Sim,Não,Sim,Sim,Não
4310009,Não,Sim,Não,Sim,Não,Não
4310108,Não,Sim,Sim,Não,Sim,Sim
4310207,Não,Sim,Não,Não,Não,Não
4310306,Não,Não,Não,Não,Não,Não
4310330,Não,Sim,Não,Não,Sim,Não
4310363,Não,Sim,Não,Sim,Sim,Sim
4310405,Não,Não,Não,Sim,Sim,Não
4310413,Não,Não,Sim,Não sabe,Não,Não
4310439,Não,Não,Não,Não,Sim,Não
4310462,Não,Sim,Sim,Sim,Sim,Não
4310504,Não,Sim,Não,Sim,Sim,Não
4310538,Não,Sim,Sim,Sim,Sim,Sim
4310553,Sim,Não,Não,Não,Não,Não
4310579,Não,Sim,Sim,Sim,Não sabe,Não sabe
4310603,Não,Sim,Sim,Sim,Não sabe,Não
4310652,Não,Não,Não,Não,Não,Sim
4310702,Não sabe,Não,Sim,Sim,Sim,Não
4310751,Não,Sim,Sim,Sim,Sim,Não
4310801,Não,Não,Não,Não sabe,Não,Não
4310850,Não,Não,Não,Sim,Sim,Sim
4310876,Não,Não,Não,Não,Não,Não
4310900,Não,Sim,Não,Sim,Sim,Não
4311007,Sim,Sim,Não,Não,Sim,Não
4311106,Não,Sim,Não,Sim,Sim,Não
4311122,Não,Não,Não sabe,Não,Não,Sim
4311130,Não,Não,Não,Sim,Sim,Não
